Code,2011/1/25,2011/2/25,2011/3/25,2011/4/25,2011/5/25,2011/6/25,2011/7/25,2011/8/25,2011/9/25,2011/10/25,2011/11/25,2011/12/25,2012/1/25,2012/2/25,2012/3/25,2012/4/25,2012/5/25,2012/6/25,2012/7/25,2012/8/25,2012/9/25,2012/10/25,2012/11/25,2012/12/25,2013/1/25,2013/2/25,2013/3/25,2013/4/25,2013/5/25,2013/6/25,2013/7/25,2013/8/25,2013/9/25,2013/10/25,2013/11/25,2013/12/25,2014/1/25,2014/2/25,2014/3/25,2014/4/25,2014/5/25,2014/6/25,2014/7/25,2014/8/25,2014/9/25,2014/10/25,2014/11/25,2014/12/25,2015/1/25,2015/2/25,2015/3/25,2015/4/25,2015/5/25,2015/6/25,2015/7/25,2015/8/25,2015/9/25,2015/10/25,2015/11/25,2015/12/25,2016/1/25,2016/2/25,2016/3/25,2016/4/25,2016/5/25,2016/6/25,2016/7/25,2016/8/25,2016/9/25,2016/10/25,2016/11/25,2016/12/25,2017/1/25,2017/2/25,2017/3/25,2017/4/25,2017/5/25,2017/6/25,2017/7/25,2017/8/25,2017/9/25,2017/10/25,2017/11/25,2017/12/25,2018/1/25,2018/2/25,2018/3/25,2018/4/25,2018/5/25,2018/6/25,2018/7/25,2018/8/25,2018/9/25,2018/10/25,2018/11/25,2018/12/25,2019/1/25,2019/2/25,2019/3/25,2019/4/25,2019/5/25,2019/6/25,2019/7/25,2019/8/25,2019/9/25,2019/10/25,2019/11/25,2019/12/25,2020/1/25,2020/2/25,2020/3/25,2020/4/25,2020/5/25,2020/6/25,2020/7/25,2020/8/25,2020/9/25,2020/10/25,2020/11/25,2020/12/25,2021/1/25,2021/2/25,2021/3/25,2021/4/25,2021/5/25,2021/6/25,2021/7/25,2021/8/25,2021/9/25,2021/10/25,2021/11/25,2021/12/25
000038.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6166,88.9914,359.2321,0,0,0,0,-571.5159,507.4573,357.1996,108.913,211.9492,0,0,0,0,0,472.461,-232.4701,103.5272,-0.1578,86.2295,242.6873,-64.7508,-40.8636,109.5018,-17.5781,1.9729,-14.4235,0,0,0,0,0,201.9559,-10.1738,-5.6066,-21.8483,0,0,0,0,0,-48.0383,39.0154,2.6752,193.4408,11.7023,4.914,56.1926,2.9423,57.4311,-182.5511,-82.5895,263.1614,1160.8912,-204.6358,-96.8202,260.132,86.3006,-10.7716,-29.0407,32.3931,207.6645,223.6196,119.7869,430.3481,-120.6516,-23.7871,20.8763,5.669,-16.4935,2.325,17.3316,45.4212,-0.4656,20.1008,-14.1155,-11.1305,0,0,0,0,0
000607.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6559,0,0,1.0012,283.8155,-2.5202,-32.49,79.9499,-15.2149,136.3913,153.8626,90.3548,-133.5601,-31.8945,82.4173,-8.6013,7.0387,9.7031,218.193,64.9346,78.508,64.8488,38.8532,-217.5886,-79.4733,6.8443,-43.7785,-39.691,-18.7003,52.1481,21.3748,-1.9428,35.8034,-20.6196,-7.152,-5.6109,-0.7555,-9.12,1.0712,-4.9324,-0.5751,-8.1344,1.585,4.5404,-1.2276,-5.1383,23.0094,3.3606,1.0302,26.6286,28.0474,125.3936,-20.7016,73.0806,-59.3755,-6.7569,5.027,-27.5135,-20.8128,6.7463,5.1279,2.9107,-3.4736,13.4525,0.2548,64.117,7.6485,-3.0856,-7.4581,-0.0361,7.026,-5.8106,-2.2551,4.8522,28.0827,8.7742,3.7948,-0.671,-2.1754,0,0,0,0,0
000676.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.7498,352.8089,-48.5512,71.1415,-21.8821,271.1855,-140.5371,-50.7461,2.4024,-15.66,14.9154,179.2783,-38.0018,9.0307,0,-47.3909,15.7888,-6.0815,-0.5096,18.0342,5.6976,-5.9538,3.0137,17.9138,12.339,-50.7567,-1.7309,35.1469,-17.0045,9.7982,146.789,-12.041,-8.4632,0.4663,14.556,-3.2065,-16.1804,7.4855,-3.8343,-8.4323,42.2623,4.3081,28.725,-20.9271,7.8424,-5.1016,-2.907,8.7571,765.3833,-270.1847,199.911,50.5521,51.7462,15.276,40.8732,64.0637,79.5961,49.6357,-2.187,-10.7436,-30.0865,40.4041,103.9799,-120.2618,47.268,75.4202,133.1884,146.9771,-23.9192,-10.353,0,0,0,0,0
000917.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7994,270.1543,162.2662,243.0663,443.0049,0,0,0,0,0,-389.2953,74.5557,-201.0597,-45.0909,123.7681,132.1954,0,-89.2141,93.1609,25.157,-32.0623,10.3474,-6.6087,-16.0567,-11.9867,20.8375,-11.6832,-2.3209,-19.1929,5.1378,-13.8654,3.9688,7.3276,-3.1853,88.3875,-2.6585,-30.254,-15.6575,47.9956,-31.5985,7.5111,3.1848,2.3486,-7.5583,3.2796,-25.1966,164.3991,154.8691,-63.3535,194.0909,378.5029,-33.102,-2.7592,-2.6825,-12.9337,26.9102,1.4526,26.1146,-5.2357,28.6697,12.1793,28.9005,27.8333,17.1478,19.2039,3.1401,88.3651,-4.5241,-5.3017,-27.5907,15.1453,-10.8225,-10.0053,6.8006,8.5155,34.518,11.5009,-0.833,41.5737,0,0,0,0,0
002027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9649,70.1353,497.2066,263.3537,0,0,0,0,770.3018,711.9426,514.0549,-50.8297,-85.0038,25.4869,122.147,158.1651,-22.2519,75.6037,4.9482,0.8288,-5.9955,32.1731,66.4415,-54.3017,-0.5981,-2.2994,13.471,7.7887,9.3449,-8.0283,-4.1261,8.6384,7.6416,15.6214,7.9916,26.6305,11.4177,5.15,-10.8395,-22.2608,36.4152,-4.5899,9.8695,-65.007,-7.5088,-65.6991,8.6446,-2.8802,7.2257,31.1658,-4.6311,6.5723,-8.2345,-0.864,9.263,12.0571,2.4494,18.8384,-1.0924,20.5222,-4.3006,-9.2669,-16.1044,14.7551,10.2168,16.4414,18.3436,83.7,8.2022,25.0144,3.2619,-3.5,15.6598,4.2749,-44.3168,16.3225,-4.5828,-4.0731,-23.9894,0,0,0,0,0
002103.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.9603,52.8973,108.9596,24.9559,265.5117,99.8241,-121.43,26.7836,-39.2187,0,0,0,0,-52.1637,202.5186,25.5717,-22.1211,128.6998,17.9285,-19.3885,-3.3194,-9.0524,1.2738,0.236,1.5883,5.2889,99.0128,24.5075,-6.8585,2.553,-1.136,2.8258,-9.6436,-5.2609,-9.7812,0,0,0,0,0,-273.7651,-60.2043,6.9765,11.0198,49.6383,-29.5755,182.5947,130.9015,54.2714,167.2792,212.5588,240.6796,-201.7527,68.4471,-14.3813,-9.3116,67.3738,-79.3259,-6.7727,218.382,195.8193,15.1001,39.7359,94.1579,423.8909,286.0925,156.1105,-0.7718,-30.8265,32.3957,32.652,-34.1663,-0.4854,-16.1489,-4.4558,99.901,43.7917,31.1811,-5.823,0,0,0,0,0
002131.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6142,54.5869,0,0,17.5628,26.8678,-196.4001,116.6739,89.0509,0,0,26.4682,-51.9985,10.2619,48.9501,55.6594,-53.2762,13.0399,54.9486,-11.8173,-15.377,1.5532,13.6832,-102.6402,-33.5967,5.1171,15.8358,-42.3992,3.6909,1.9762,-10.6916,-2.3468,7.1171,81.397,-2.7917,-14.2119,34.0006,0.2677,51.2002,-15.6906,-4.4728,-13.5531,4.622,-3.11,-5.4519,-5.9331,-33.2437,-4.6499,-24.2479,218.3312,335.6747,76.8885,0.8334,1.136,-4.8717,7.4472,0.7185,103.0398,53.0482,263.5798,20.3926,336.0326,77.5508,68.3179,89.4363,8.8984,-58.9899,-68.9399,94.6308,61.7937,87.2813,-23.9376,43.0174,9.6111,0.0196,-29.1768,-3.7863,7.84,19.3389,0,0,0,0,0
002137.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8429,51.0881,144.5883,0,0,0,0,0,0,0,414.1564,219.9814,-159.6422,-17.8464,248.3803,183.3043,4.3014,258.6988,-67.1762,95.7253,-16.4937,5.3702,170.397,-56.0268,-4.6116,6.4573,-7.1556,-43.9058,173.3481,-11.1457,-34.3586,104.1437,-5.4981,47.6412,-28.1803,0.075,-5.0818,-1.177,932.5626,-112.8987,108.2514,-18.1586,139.5839,-36.6138,-5.4757,-31.0503,386.6327,10.2678,-43.5591,93.7165,206.7415,109.7226,-86.1375,-0.7359,-4.2277,60.0798,30.6213,-30.0401,-44.3711,72.3845,156.6065,79.2865,31.3045,-33.5833,115.3276,89.3094,153.0118,68.5441,-43.5933,7.0835,6.4711,-18.9113,-4.8264,4.8129,-18.7479,26.508,8.1133,-93.7933,-11.0415,0,0,0,0,0
002247.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.368,37.2766,100.6385,162.5759,107.6147,-2.1815,-46.7882,119.8673,0,0,0,0,-193.6137,2.6888,143.9212,14.5748,-64.6266,84.0932,-8.4555,20.9887,10.8147,21.9237,36.4199,8.6898,-11.9452,0.3088,-0.0558,-3.0885,-8.029,0.2046,-3.9551,33.015,26.7608,7.5658,-18.2424,0.7552,-2.8348,0.8117,8.4218,-4.5806,0.1706,-51.3308,-15.7636,-49.2109,-6.4493,-78.2184,129.1544,-18.2992,-57.0298,87.2044,142.7323,-104.0406,-103.7506,137.8418,-13.5285,44.7716,-6.0599,21.9475,138.7895,122.1014,-32.5799,17.4787,-47.7209,-48.7399,-53.4136,11.2906,169.1507,7.1446,-22.899,13.0542,13.0098,-0.4519,16.3081,29.9708,74.4559,-31.8242,20.6185,-33.7205,-23.2307,0,0,0,0,0
002291.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2461,5.883,49.4574,41.9507,198.4359,80.3393,-93.4603,-17.2219,27.5609,135.6576,83.5082,22.7353,-78.8953,26.0781,120.8624,5.8123,0,0,0,56.9975,87.7943,33.1654,129.9192,4.7703,15.3201,1.8472,4.6838,4.1713,0.2451,-26.0988,-348.8894,59.7059,43.5246,-22.4117,-26.5891,-5.1145,8.7086,-29.096,11.0285,-10.0701,16.2926,-14.5321,26.1687,9.2576,-71.7721,-15.257,70.5734,-16.1744,-7.7024,31.7196,8.0492,3.7576,-6.0477,0.5764,3.5238,3.7085,-1.2728,143.3883,2.4233,1378.1013,534.313,-7.8947,-8.7981,-82.6037,301.6464,16.0521,-2.5331,-12.9814,115.3179,21.1427,-8.579,-13.1814,115.44,3.9176,69.8536,53.5514,117.8328,-25.0653,15.7659,0,0,0,0,0
002400.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7052,55.7453,112.4119,-38.4187,161.5701,-54.9408,-28.464,0,-109.4828,58.987,13.5894,34.2608,-30.5418,-25.0222,38.1676,17.9558,-3.0637,11.0596,5.0053,4.8148,-2.5889,-13.1065,6.6991,0,0,0,0,0,-78.8932,-3.2303,-55.3244,58.5448,27.3545,-16.0938,1.6299,-9.6925,48.513,-28.6498,-3.8815,-21.2812,-13.4233,-15.5218,11.3664,-33.6954,-4.4267,-23.7406,45.1485,22.2012,3.1641,104.0595,87.4787,-19.0763,-28.1331,-4.7506,3.8212,2.6874,-9.4982,-27.559,-1.7517,63.6279,7.1493,-5.5664,30.8505,407.2901,1931.9571,549.3706,152.4317,229.3153,-4.4689,11.0801,20.8855,-30.8489,-37.7201,68.9611,132.2402,89.3225,47.5573,-29.5429,-32.8372,0,0,0,0,0
002712.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.9322,140.889,22.5091,0,0,0,-75.7,-2.8603,58.42,189.7697,218.8438,159.2014,-152.3866,11.3471,252.3706,121.9095,0,0,0,-9.0561,-8.3555,26.4121,9.8209,-61.7362,-8.7353,30.7794,1.5013,5.0608,1.0037,-45.2579,27.5124,18.9266,22.7828,54.5079,17.054,-3.3274,-5.33,0.8063,1.4961,32.9232,0.0123,-4.3357,-0.3307,6.7967,-7.7725,-125.1172,222.4379,-16.7764,2.3552,427.0554,161.8723,-54.8445,-18.4469,-0.4617,-13.3262,-13.3293,19.8672,0.5802,13.0121,172.7811,-28.0615,-3.0178,23.6875,21.7123,35.5867,20.6759,75.0566,115.4413,-35.5744,-95.9086,35.7502,-46.6296,-8.9029,3.5346,44.7645,19.8058,40.0328,-19.9103,-11.158,0,0,0,0,0
002878.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-160.5313,-83.8905,1635.5484,-9.9713,69.0955,-118.1117,-27.5348,16.6489,559.7017,150.9742,174.9425,-176.422,-245.2721,201.9105,-30.1687,29.0166,33.2191,49.9256,27.4067,-4.9639,69.6709,62.1428,14.3526,-16.3172,34.9785,-14.1347,-1.4255,7.2827,11.163,-6.0636,382.8284,564.3764,365.2939,-46.4038,109.0141,313.2202,142.8199,11.0661,11.5586,47.6052,10.1263,37.6503,-26.579,-12.2845,-0.6962,26.509,95.418,-37.1066,-10.8306,-24.5255,0,0,0,0,0
002995.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243.2408,-148.6032,113.7876,-17.5087,-62.3151,16.605,-8.3759,43.0557,64.6521,7.9196,-1.11,-4.0554,0,0,0,0,0
300038.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6057,130.7856,212.2905,0,2.8002,-315.0819,-613.3429,-401.3485,366.5724,91.7066,333.318,274.7771,0,0,0,0,0,0,0,0,-559.5321,91.0675,87.7495,-13.7927,-14.3342,9.34,-27.8774,-13.4653,9.319,15.1681,-57.381,232.5255,2.8059,-42.647,183.3917,239.957,0,0,0,0,-445.232,-21.4442,215.3731,-23.3855,-21.0593,3.9708,41.8231,-1.0506,18.4543,80.3509,146.4081,-46.0022,-34.4584,-1.5154,6.8961,23.9875,18.7652,-9.8512,-23.6289,31.4858,279.6778,99.6432,-32.7331,-32.1309,-5.8159,54.659,18.2821,23.5244,25.2342,-117.9076,-33.5742,-198.0177,-204.84,62.0395,9.6548,-113.0519,-36.5427,104.2813,-62.7457,0,0,0,0,0
300058.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.5638,46.1677,288.0441,-212.8354,248.9512,-13.0147,-235.9285,35.9135,0,0,26.9028,16.6168,-111.4435,-26.3958,129.8135,14.144,-35.1418,1.8909,56.3803,21.9281,2.3145,-3.0728,12.2976,8.6642,-8.7162,8.7377,-4.4303,-26.0973,-0.0776,4.7653,-6.0373,8.3076,2.0098,22.8158,-0.5497,-42.3962,134.841,56.8823,57.8607,-27.9021,-21.5945,-4.9512,-15.8487,-9.0565,-13.6549,-6.1779,14.5484,-2.7381,-21.0686,46.0761,125.1844,-40.9122,-47.6761,9.3224,69.8433,86.757,9.5638,25.8956,-13.6657,49.358,125.2799,233.3859,-69.277,154.1228,36.0334,87.5606,29.4098,20.916,64.052,-12.76,-5.3994,-22.2825,53.9184,-1.4505,43.0297,1.1777,13.7633,8.0773,-10.4387,0,0,0,0,0
300063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8007,524.4687,-63.4073,53.5118,64.7146,94.7296,51.6772,21.1719,46.8596,0,0,0,0,-32.7146,15.2523,-77.9855,16.3613,67.7647,6.664,-112.2758,8.4287,-74.3826,5.0082,70.8792,-45.7656,0,-23.4132,-114.6008,43.3079,89.0857,-40.5077,-5.8226,-14.7805,-31.9394,-8.7898,176.2767,-65.5221,3.6957,-19.8222,66.0166,-53.5624,53.9613,-9.8244,73.0565,-80.5365,-4.3165,165.6629,38.2466,68.1865,-8.9423,13.4887,-2.3505,-8.4943,-13.067,10.4636,-0.818,-36.4316,153.8379,173.1416,121.2133,324.9456,102.6063,294.8579,78.6972,61.8815,-0.1191,264.893,-111.009,-50.8426,123.3931,15.3584,4.6594,40.1347,8.9846,42.952,-12.7945,0,0,0,0,0
300071.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.6095,68.8596,380.2334,-178.2897,179.9844,0,0,0,0,-181.2837,123.5184,261.9535,-135.8568,0,0,0,0,97.2645,16.5872,-2.29,76.2937,90.8185,7.4025,-22.6344,-8.8071,1.3862,-12.9937,-18.2031,14.78,61.2913,26.9882,20.1958,19.1555,1.0347,1.2576,0,0,0,0,0,-0.7985,-83.3876,11.7124,-23.787,177.9,-63.1905,23.8263,-120.5859,-39.0543,127.7185,66.66,-0.8935,-43.4333,-4.9133,-8.3575,16.5224,-94.8824,-69.2558,139.2763,156.1459,-30.8039,31.8513,42.3931,-156.6178,-14.016,94.3171,3.2709,332.403,496.0993,20.4574,9.7383,-34.9259,2.3686,187.7399,79.3314,-102.0745,30.7857,32.3992,-8.7283,0,0,0,0,0
300242.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.5775,-61.7243,90.9294,0,0,-224.5001,-130.703,-30.7853,170.7096,224.6994,189.9514,-10.7352,-127.9526,44.661,82.8639,155.0665,-19.5121,0,0,213.2549,-146.3808,224.9307,-54.5013,-48.735,39.6516,11.5542,-41.1151,-27.29,-18.8829,73.6066,-11.609,8.115,-86.3069,-14.0308,-14.8692,22.4273,-1.4908,-2.206,0.5402,-6.7948,-13.0508,165.1926,-23.5611,-29.3186,-4.5882,-31.6536,57.3052,41.1418,-34.7132,73.8792,75.9326,-12.2193,-41.115,13.2588,-6.3584,9.8408,-10.4737,-38.1755,-1.5962,76.139,80.1505,199.3334,119.6379,27.5795,305.7577,75.5929,261.9033,32.5955,306.6236,36.3509,-30.9772,-37.7573,4.8324,-7.9221,4.2356,46.7882,114.568,65.1436,-29.4071,0,0,0,0,0
300269.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.4175,17.7145,30.4093,17.4868,526.5367,40.3982,0,0,0,0,0,-39.7572,-61.619,37.9077,26.6967,-0.4314,40.4843,68.9012,-27.5867,0.1465,6.1156,-1.1815,10.6724,12.9149,1.4404,2.4817,-7.6673,-3.2014,-0.7712,-1.3675,-19.2039,4.0391,5.4794,1.8546,-4.5846,-58.3253,14.8169,-18.5825,70.7236,-38.278,-15.9009,-84.4701,-1.8256,-0.5412,137.4708,-53.595,19.4049,-7.1086,-0.4984,96.6239,68.271,-66.1445,-18.9263,2.5177,-3.285,86.3745,-20.7604,-7.9657,38.7475,281.3707,-52.828,112.8377,-26.2981,-14.6684,-7.6287,10.5024,19.2533,328.5034,812.5735,365.3977,334.2448,-29.2337,28.6372,97.8771,37.3972,-16.2089,-50.1446,81.7489,418.9685,0,0,0,0,0
300280.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.057,27.6388,355.4503,52.4561,655.3095,-65.4951,155.7896,0,0,0,0,0,0,-45.7644,212.5898,-38.971,-35.3733,1.097,9.4833,29.6099,17.4254,-3.3286,15.1223,15.8547,-22.2662,9.556,10.6382,3.3179,-1.811,-0.5443,11.2142,-0.0216,6.0059,0,-11.3781,8.7145,1.5995,-3.5848,0,0,0,-58.7518,0.896,7.2136,-1.3445,1.4817,-0.1163,0.3994,1.9673,36.3844,-536.0338,-59.5524,-34.3642,-3.9029,-46.1217,460.0547,-89.2449,65.7265,-3.4878,22.6959,149.4534,462.0161,229.7218,126.8055,-46.4366,319.3575,3.285,3.5801,27.0624,10.9929,0.0232,22.9589,14.6366,-42.295,105.1966,-45.1946,-24.8252,-53.0507,-13.457,0,0,0,0,0
300343.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.5964,330.2666,285.4618,-33.1831,-192.9548,0,0,60.2932,161.9245,-27.8784,-66.1661,-9.3845,124.6323,-24.9832,23.8294,-47.6592,-13.7757,94.6418,17.8477,5.7243,-3.6326,68.3133,38.1435,-88.2563,-78.3845,-3.1052,11.53,12.1744,-13.6232,0,0,-93.0521,-33.5596,-5.5712,21.2069,289.8003,0.8121,-51.6596,-33.49,5.0011,0,0,-4.2627,-12.6085,-76.6426,-98.9506,-151.1759,469.1153,126.6891,10.744,109.1189,57.1026,23.3229,-78.9791,19.2929,6.0744,-13.1705,26.6903,223.9455,134.556,-13.93,-20.1997,-13.6212,9.179,24.058,554.0179,691.2941,855.5033,-48.8628,-118.4408,315.7597,-48.7275,36.934,-17.0398,209.1085,195.1923,4829.5662,0,0,0,0,0
300392.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.5271,151.3853,261.7235,794.0947,371.5168,-98.2129,-52.4388,-34.6294,294.7673,101.6434,66.774,2.849,-34.8128,0,0,-84.8,7.3432,-3.9538,-63.8979,-8.0547,-16.9646,-191.8922,40.9025,-95.4477,-29.9706,0,0,-29.9555,64.9664,12.781,0.3362,-0.1506,-3.3567,8.5008,0,0,0,0,0,-10.2092,-7.7272,-45.9124,3.364,-70.3045,50.2723,-50.6949,-1.907,215.3261,-126.4176,248.565,63.7988,202.8611,-26.6614,-17.1345,8.3053,-8.4666,28.2101,35.7465,0.7139,26.074,26.0888,42.494,3.7417,-1.1585,53.9702,182.0915,71.8538,18.1557,152.2219,188.5243,-28.7916,145.7466,-37.5764,-2.8816,17.3178,45.2374,44.1872,-22.0718,-1.559,0,0,0,0,0
300612.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5194,1525.7783,63.8972,0,0,0,0,0,0,0,-809.7473,2004.6669,-466.0386,1082.7475,-44.7258,-10.8152,-86.1007,25.2511,-94.594,-7.9286,135.766,261.5417,-0.6009,10.9679,618.4388,353.3892,-114.0217,-59.1057,264.3744,30.6835,-80.5317,-62.3095,52.2376,-366.3891,90.1119,39.1038,30.1106,-18.5371,-100.7227,85.7999,887.8728,378.2614,130.4192,-357.0297,461.8407,41.4715,-58.2023,-31.9522,142.7104,34.0169,-7.6235,7.0831,52.1845,48.9397,0,0,0,0,0
300766.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1426,93.1692,-37.902,-222.6472,38.5518,88.3014,27.6031,-18.3843,-37.0725,37.3175,193.5803,177.405,-74.769,11.8189,13.1958,150.2036,11.4022,-3.3781,-13.0546,-13.5783,14.2597,-183.5041,3.8242,-9.2488,29.9328,-15.5711,21.4708,131.7214,-27.9006,0,0,0,0,0
300781.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.4146,-491.2766,125.5526,349.9995,-239.9602,215.0634,130.9497,321.0081,-51.6204,-89.8242,196.6112,-38.6376,68.0567,140.6503,-6.0605,96.0276,3364.4312,-1283.2593,-730.0798,288.5416,-90.3307,79.2638,119.2031,66.7951,112.8444,-71.1127,0,0,0,0,0
300805.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1609,187.9443,-293.1415,-131.0134,225.5593,-53.1649,153.468,71.3265,37.9537,29.9858,73.0108,951.9589,-160.9566,-78.2568,-30.6464,-3.0577,-18.3753,-11.3947,21.4734,23.0576,-10.1153,0,0,0,0,0
