Code,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31
002595.SZ,0,0.8596,3.5177,2.5649,1.6167,0.7590,3.2586,2.3927,1.5623,0.7947,3.3994,2.5136,1.6694,0.8023,3.4670,2.7223,1.7288,0.8412,3.5233,2.7039,1.7898,0.7842,3.7452,2.7622,1.8596,0.8770,4.3137,3.2869,2.2130,0.9577,3.8159,2.7981,1.7489,0.7498,2.6914,2.0446,1.3143,0.5632,3.1698,2.3329,1.6918,0.7226,3.4527,0,0,0
002611.SZ,2.9547,1.3410,5.4660,3.4752,2.1140,0.9732,9.5267,4.8336,2.2795,0.8307,4.7810,2.8634,1.5834,0.6040,6.0056,2.7450,1.8788,1.0392,5.3926,3.6448,2.4834,1.1484,5.2149,4.0357,2.5052,1.1365,8.7731,8.5294,3.0308,0.4055,8.3921,5.9562,4.2003,2.1275,11.3245,6.1101,4.3270,2.0638,15.3767,8.6493,8.1462,0,13.6032,0,0,0
002629.SZ,0.9438,0.3361,1.9350,1.1941,0.8271,0.1465,1.9351,1.1893,0.7998,0.4106,30.7788,26.6897,17.1453,5.0350,21.8064,13.4249,8.4012,3.0358,1.0947,0.2854,0.1612,0.0594,0.5459,0.3040,0.2163,0.1086,0.8601,0.5363,0.3749,0.1522,1.0700,0.7332,0.4869,0.2181,1.5719,1.1089,0.7445,0.3814,2.0683,1.3409,0.8823,0,2.4744,0,0,0
002645.SZ,0,3.8110,10.6112,6.3389,3.4997,0.9431,8.7199,6.5047,4.4757,2.0651,10.3541,7.6189,4.7167,2.1433,7.8758,5.3895,3.2088,1.5438,6.7661,4.9970,3.1211,1.3741,3.0870,2.3899,1.5925,0.7864,5.3115,4.2007,3.0376,1.4075,6.4953,4.5723,2.9802,1.2124,8.4656,6.5229,5.0157,2.3373,16.3753,13.3631,9.9458,0,15.5721,0,0,0
002651.SZ,0,1.0564,3.4181,1.8846,1.1859,0.5225,3.0712,2.2770,1.5311,0.8389,2.7040,2.0657,1.4429,0.7892,2.3628,1.5943,1.1374,0.5749,1.7985,1.2961,0.8982,0.4998,2.3734,1.6326,1.0018,0.5779,3.3794,2.6777,2.0277,0.9596,3.6703,2.4641,1.7399,0.6572,3.2499,2.4740,1.9008,0.8202,6.4270,5.3179,3.9814,0,13.2377,0,0,0
002667.SZ,0,0.4739,2.6231,0.9951,0.5667,0.2263,1.8315,1.3410,0.9310,0.5072,1.4560,1.0382,0.7179,0.3680,1.4900,1.0479,0.6267,0.2446,0.6656,0.4224,0.2929,0.1746,1.0283,0.7702,0.5075,0.2848,1.5351,1.0812,0.7148,0.3111,1.7342,1.2340,0.8711,0.3651,2.3802,1.9075,1.3991,0.6139,3.0388,0,1.6702,0,3.0110,0,0,0
002690.SZ,0,1.3563,6.4163,3.6662,2.0916,0.6748,6.7688,4.6344,2.8210,0.9452,5.9992,4.0792,2.3405,0.8082,5.3981,3.5800,2.2277,0.7581,3.5913,2.2348,1.3282,0.4730,3.9572,3.1530,2.1058,0.8148,6.6629,4.9208,3.4945,1.5810,12.1160,10.0245,6.5088,2.9581,30.6301,21.2430,16.7576,0,61.1735,32.7169,0,0,70.4720,0,0,0
002691.SZ,0,0.2014,0.7895,0.5318,0.2748,0.1331,1.1214,0.7593,0.4776,0.1947,1.3650,0.9685,0.6132,0.3404,1.5856,0.8571,0.5199,0.1737,0.8738,0.5574,0.3493,0.1955,1.1795,0.8963,0.5415,0.3215,1.6160,1.0544,0.7363,0.4272,1.7301,1.2585,0.7805,0.3509,2.4337,1.8643,1.2870,0.7087,2.9167,2.0464,0,0,3.2747,0,0,0
002779.SZ,0,1.1474,4.8529,3.0548,2.2025,0.8880,4.4922,3.2071,2.0734,0.9297,4.7270,3.6086,2.5901,1.2021,5.2033,3.6508,2.5565,1.2315,4.3157,3.3770,2.1471,1.0831,4.8310,4.1923,2.5769,1.2555,6.2653,0,0,0,6.0297,0,0,0,6.2809,0,0,0,6.4567,0,0,0,0,0,0,0
002816.SZ,0,0.1138,0.9966,0.5320,0.3493,0.0559,0.6946,0.3931,0.2669,0.1374,1.3202,0.8792,0.6015,0.2197,1.4159,0.9993,0.6518,0.2027,1.6788,1.2409,0.7617,0.2342,1.8665,0,0.8063,0,2.0132,0,0,0,2.8867,0,0,0,4.1002,0,0,0,4.2705,0,0,0,0,0,0,0
002833.SZ,0,8.7112,27.3962,19.0059,11.2406,4.9821,27.6751,23.7019,15.3730,7.3453,35.5618,23.1069,15.4911,7.4929,30.6603,23.5870,17.7946,7.2637,24.1465,18.4535,12.1952,4.9760,18.6080,0,0,0,23.0834,0,10.2572,0,22.8542,0,0,0,20.9314,0,0,0,17.5185,0,0,0,0,0,0,0
002837.SZ,1.1852,0.5043,2.5963,1.5924,0.9328,0.3569,2.1835,1.3234,0.7820,0.3165,2.0375,1.3826,0.8317,0.3182,2.3370,1.6317,1.1250,0.5005,2.6630,0,1.1930,0.5431,3.0071,0,0,0,2.5293,0,1.1633,0,2.6869,0,0,0,3.9546,0,0,0,4.3335,0,0,0,0,0,0,0
002957.SZ,0,0.4860,2.3881,1.6819,1.0649,0.2745,2.3888,1.7059,1.1580,0,2.7933,0,0,0,3.2685,0,0.9889,0,2.3331,0,0,0,2.3466,0,0,0,2.7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002960.SZ,1.0130,0.3748,2.5401,1.4535,0.8063,0.1945,3.0824,1.7731,1.1661,0,3.5250,0,0,0,3.9904,0,0,0,4.4591,0,1.4604,0,4.8496,0,0,0,6.2274,0,1.8146,0,8.3082,0,0,0,10.8155,0,0,0,9.3904,0,0,0,0,0,0,0
002975.SZ,0,0.8541,4.5913,2.8761,1.6714,0.7951,3.4132,2.4263,1.6069,0,3.6883,0,1.8879,0,3.7068,0,0,0,2.6282,0,0,0,2.4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003021.SZ,1.6724,0.7672,3.7439,3.0654,1.8732,0,7.6896,4.8565,3.7844,0,4.8783,0,0,0,5.2261,0,0,0,4.7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003025.SZ,0,2.2843,8.4936,6.7461,4.0099,0,9.0189,0,0,0,8.3746,0,0,0,6.7960,0,0,0,5.1060,0,0,0.8706,3.1508,0,0,0,2.2067,0,0,0,2.2820,0,0,0,2.0895,0,0,0,0,0,0,0,0,0,0,0
003036.SZ,0,0.6055,2.3191,1.7215,1.0207,0,2.4066,0,0,0.6519,2.6256,0,0,0,2.4990,0,0,0,1.9528,0,0,0,1.9660,0,0,0,2.4996,0,0,0,2.7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300022.SZ,0,0.8876,6.7223,4.7752,3.0544,1.1039,6.8761,4.6882,2.9740,1.1610,7.6233,4.8016,3.0140,1.0457,6.3405,4.4140,2.6063,0.8992,6.7301,4.3481,2.7323,1.1238,5.5593,3.1849,1.9944,0.6112,4.3974,2.9282,1.8421,0.6055,5.4034,4.0105,2.5429,0.6262,6.0775,4.7020,3.2262,0.9481,7.3511,5.6554,3.4881,1.5592,10.2996,6.3470,3.5501,1.6616
300035.SZ,0,0.6514,2.1909,1.5226,0.9537,0.4364,2.4270,1.6252,1.1304,0.4619,1.7722,1.2303,0.7756,0.3491,1.7051,1.2276,0.7696,0.2621,0.8379,0.5661,0.3913,0.1504,0.7589,0.5152,0.3761,0.1559,0.8825,0.6288,0.4467,0.2529,1.2228,0.8850,0.6067,0.2865,1.1247,0.7757,0.5263,0.2343,1.2831,0.8715,0.5501,0.2608,1.3747,1.0569,0.6665,0.2967
300084.SZ,0,0.1436,0.7875,0.3657,0.2096,0.0740,0.9796,0.4988,0.3022,0.1344,1.0515,0.5501,0.3230,0.1397,1.0997,0.8584,0.5639,0.2105,1.0750,0.8355,0.6298,0.2288,1.6494,1.1979,0.8808,0.4277,1.5841,1.2820,0.8266,0.3989,1.7182,1.0897,0.6086,0.3064,1.4865,0.9839,0.5580,0.2617,1.9467,1.4226,0.8337,0.3493,1.9014,1.1344,0.7909,0.3839
300097.SZ,0,0.4142,2.5335,1.9329,1.3632,0.5162,0.5785,0.4104,0.2869,0.0464,1.5510,1.2264,0.7779,0.3282,1.7514,1.2708,0.6777,0.1353,1.4934,0.8928,0.5465,0.0909,1.8012,1.1832,0.6926,0.2184,1.9677,1.2487,0.9863,0.2663,2.3575,1.6137,1.0919,0.2775,1.8044,1.1107,0.8235,0.0038,1.2239,0.9271,0.5800,0.2736,1.9930,1.5513,1.1902,0
300099.SZ,0,0.6798,2.4598,1.3389,0.5829,0.0941,1.7823,0.6190,0.3144,0.1627,1.3722,0.5756,0.3638,0.0849,1.4803,0.6280,0.3626,0.1812,0.9449,0.3898,0.2351,0.0516,0.6878,0.2781,0.1677,0.0569,0.8869,0.5488,0.4474,0.2981,1.1457,0.9140,0.6138,0.3134,1.6610,1.1815,0.8106,0.4181,2.2677,1.5731,1.0368,0.5207,2.5713,1.8915,1.2366,0
300103.SZ,0,1.4825,8.5075,5.6652,3.6358,1.9382,10.1325,6.0412,3.5285,0.3239,2.2574,1.9374,1.3877,0.7546,3.3472,2.2934,1.7346,0.6674,2.5487,1.9261,1.2101,0.5492,2.1418,1.5706,0.9066,0.3409,2.2933,1.7088,1.4002,0.7141,4.7243,4.7540,3.2854,1.0373,4.1381,2.0419,1.3600,0.4423,5.1052,3.3408,2.0801,0.6664,4.8612,4.1665,2.8824,0
300151.SZ,0,1.3869,6.4244,4.7164,3.6212,1.1813,4.4711,3.1908,2.1728,1.0917,4.4945,3.3285,2.2728,1.1878,4.4427,3.4931,2.1778,1.0223,4.9455,3.7189,2.3638,1.2013,5.0145,3.4040,2.2103,1.1442,4.6762,3.4400,2.2735,1.1348,4.5276,3.2863,2.1625,1.1068,4.2911,3.5421,2.3599,1.0605,4.9262,3.9443,2.7733,1.3980,5.6342,3.6011,2.4012,0
300159.SZ,0,0.0789,0.7017,0.4479,0.2546,0.0673,0.6458,0.4347,0.2376,0.0417,1.0494,0.8144,0.4724,0.1340,1.4326,0.7857,0.4422,0.0801,1.8536,0.8171,0.3272,0.0920,2.6259,1.5545,0.4615,0.0724,2.7114,1.9088,0.6423,0.1052,3.3274,2.1399,0.5432,0.0854,2.7651,1.9435,0.5913,0.1098,4.7817,3.2122,1.3533,0.2515,7.4725,4.6670,0,0
300164.SZ,0,0.5132,1.3898,0.9827,0.6966,0.4174,2.9381,1.9416,1.2243,0.5687,2.9589,1.8594,1.2288,0.5576,1.7233,1.0067,0.6657,0.2747,0.9793,0.6426,0.3239,0.1658,1.3862,0.8803,0.5676,0.2753,0.8975,0.5919,0.2621,0.0478,1.0796,0.7978,0.4792,0.0772,1.1182,0.7065,0.3767,0.0833,1.3877,0.9009,0.5224,0.0997,2.0765,1.2236,0,0
300173.SZ,2.3345,0.9952,1.8514,0.9783,0.4761,0.0038,0.5580,0.3090,0.2374,0.1413,0.7055,0,0.3334,0.1001,1.1767,0.6228,0.5379,0.1049,1.8276,0.9615,0.7043,0.2061,2.3306,1.6594,1.0383,0.3306,1.3845,1.5097,1.1076,0.5404,1.8653,1.4688,1.0432,0.2441,2.1102,1.5942,1.1070,0.4815,2.3766,1.5750,1.0933,0.4038,3.1602,2.4356,1.3904,0
300191.SZ,0,1.1654,3.3540,2.4487,1.6154,0.8655,1.5971,0.9783,0.7654,0.4674,2.2235,1.4479,1.1853,0.7156,1.1116,0.5424,0.2843,0.0540,1.1190,0.9188,0.7425,0.6157,0.5381,0.2104,0.1975,0.0876,0.4319,0.2815,0.1662,0.1143,0.8096,0.5189,0.3331,0.1809,0.9193,0.5639,0.3975,0.2159,1.0819,0.6937,0.5057,0.2920,1.1300,0,0.4889,0
300195.SZ,0,1.5692,3.8607,2.5590,1.7280,0.5585,3.0692,2.1241,1.4761,0.6145,3.2036,2.3409,1.6162,0.7663,2.2691,1.6636,0.9515,0.4156,1.9687,1.4397,0.8575,0.4122,2.1323,1.5856,1.0128,0.4601,2.8082,2.1385,1.2707,0.4429,3.6772,2.6349,2.0332,1.0455,6.1312,4.3703,3.2476,1.5609,9.8798,7.1000,4.6319,2.8806,9.6704,0,4.9690,0
300210.SZ,0,0.3228,1.4503,0.8848,0.7350,0.3877,0.7342,0.3904,0.2620,0.1168,0.8376,0.7246,0.4954,0.2197,0.9148,0.7314,0.4405,0.2672,1.1329,0.6716,0.4353,0.2177,1.1706,0.7379,0.5085,0.2664,1.6013,1.2417,0.8048,0.3928,1.8723,1.1626,0.8019,0.4412,2.2224,2.1502,1.6320,1.0483,3.8044,2.5237,1.8564,1.0663,3.2010,0,0,0
300228.SZ,0,0.7658,3.7040,2.7477,1.6958,0.8080,3.0000,2.0130,1.3576,0.5792,2.0893,1.2471,0.7167,0.3098,2.4546,1.5788,1.0356,0.5052,1.2043,0.6780,0.4373,0.1586,1.6422,1.1237,0.9401,0.5073,2.8270,1.9612,1.4034,0.7323,3.9632,2.8547,1.9103,0.9612,4.3825,2.9642,2.2099,1.0670,6.4073,3.6923,2.6418,1.5513,8.4779,0,0,0
300257.SZ,0,1.4061,5.3254,3.7227,2.4591,0.9384,4.6091,3.2850,2.2177,1.0967,4.4641,3.3389,2.2149,0.9522,3.5561,2.5179,1.6119,0.7603,2.6773,1.8193,1.1525,0.5244,2.9749,2.2537,1.7260,0.8448,5.0919,4.6674,3.1095,1.4910,7.0881,5.2213,3.7070,1.5816,7.4115,5.3698,3.8835,1.9470,12.0402,9.7059,7.3919,0,12.0120,0,0,0
300263.SZ,0,0.3873,1.8105,1.1585,0.7224,0.2676,1.9622,1.2903,0.8657,0.3930,2.0073,1.3511,0.9266,0.3119,1.4494,0.9827,0.6120,0.2549,1.0266,0.7349,0.5104,0.1908,1.7144,1.1117,0.6998,0.2962,1.7716,1.1111,0.6819,0.3041,1.6726,1.5736,1.0829,0.4577,2.0378,1.5113,0.9904,0.4387,3.3651,2.6946,1.9931,0,3.7186,0,0,0
300293.SZ,0,0.9568,3.0857,2.5308,1.8849,0.8633,3.4298,3.0803,1.9902,0.9760,3.8994,2.7670,1.7061,0.8210,3.6869,2.4964,1.5921,0.2165,0.6830,0.5264,0.3551,0.2480,0.8237,0.7980,0.6753,0.3242,2.6263,1.8575,1.4193,0.6461,5.2091,3.2039,2.7067,1.2449,4.9669,1.9547,1.6772,0.7654,3.6438,0,1.8002,0,3.6012,0,0,0
300307.SZ,0,0.9062,2.3237,1.6232,1.1208,0.4282,2.2956,1.7218,1.2608,0.6198,2.6636,1.9682,1.4657,0.6691,2.5326,1.8786,1.2715,0.6002,2.3307,1.6563,1.2400,0.5345,2.2771,1.6754,1.2312,0.5847,3.2713,2.6132,1.9561,0.9750,10.7951,8.4140,5.7364,2.3128,12.8185,9.9148,8.9334,4.8986,30.4547,0,15.9728,0,36.6715,0,0,0
300316.SZ,0,0.6831,2.9806,2.1306,1.3114,0.6515,3.0690,1.9799,1.2264,0.6125,2.8559,2.4408,1.5308,0.7043,2.6961,1.9195,1.2576,0.6142,2.4904,1.9195,1.2367,0.5509,3.2370,2.4706,1.5871,1.2339,1.8530,1.0242,0.6851,0.3288,0.7738,0.6059,0.4503,0.2459,2.0715,1.5473,1.3063,0.8833,5.2555,4.3279,0,0,5.6716,0,0,0
300382.SZ,0,0.4832,2.3880,1.5911,0.9948,0.4864,2.1947,1.5137,0.9922,0.5449,2.0952,0,0.7810,0.3827,2.0060,1.1103,0.8044,0.2553,2.3910,1.5007,1.1022,0.4105,3.7514,2.1486,1.7410,0.7758,5.2518,4.2906,3.4254,1.1722,10.4504,7.3685,6.0117,0,13.9097,0,0,0,11.3669,0,0,0,10.1486,0,0,0
300391.SZ,0,0.6470,1.5970,1.8312,1.0532,0.3830,2.1403,1.7264,1.2288,0.6862,2.6393,2.0230,1.3221,0.4530,3.4717,2.5595,1.4509,0.5852,2.3809,1.8035,1.1750,0.6140,1.6478,1.2501,0.8996,0.3858,1.9482,1.3338,0.9833,0.5184,2.7686,0,0,0,3.3101,0,0,0,3.8114,0,0,0,3.1653,0,0,0
300410.SZ,0,0.6022,1.6606,1.2686,0.8915,0.3935,1.2983,0.9828,0.6321,0.2914,1.8038,1.3011,0.8414,0.3468,2.3674,1.7194,1.0885,0.3869,2.0637,1.4890,0.8102,0.3425,1.7249,1.2646,0.8593,0.3296,2.0445,1.6536,1.0829,0,2.2749,0,0,0,2.6866,0,0,0,2.5966,0,0,0,0,0,0,0
300420.SZ,0,0.2528,1.8985,1.1802,0.7773,0.2597,1.8105,1.2973,0.8523,0.4009,1.7716,1.2185,0.8217,0.2847,1.8478,1.2968,0.8349,0.3205,2.0630,1.3181,0.8690,0.3255,1.1792,1.4736,0.9468,0.3816,2.6463,1.6622,1.1918,0,2.9800,0,0,0,3.5993,0,0,0,3.6381,0,0,0,0,0,0,0
300430.SZ,0,0.4781,2.0982,1.1908,0.6240,0.1427,1.7123,1.0840,0.7572,0.3296,1.9015,1.3461,0.9641,0.3316,2.1821,1.4026,0.9827,0.3805,2.0831,1.4600,1.1621,0.5206,2.6483,1.8195,1.4094,0.6967,3.3004,0,1.8073,0,3.5186,0,0,0,3.7693,0,0,0,3.3378,0,0,0,0,0,0,0
300442.SZ,1.7023,0.7234,1.7706,1.0968,0.6894,0.2872,2.0237,1.3197,0.9400,0.5905,1.6641,1.2702,0.8837,0.4860,1.9400,1.2588,0.7769,0.3649,1.8212,1.1715,0.7977,0.4015,2.2096,1.5670,1.1408,0.5624,3.5547,2.4267,0,0,3.6585,0,0,0,3.3537,0,0,0,3.4981,0,0,0,0,0,0,0
300450.SZ,0,0.4897,2.5987,1.7254,0.9973,0.4560,3.7329,2.9145,2.1764,1.0206,4.8424,3.2908,1.4684,0.7151,4.0222,3.9406,2.9958,1.4430,6.5446,3.8354,2.6988,1.3419,4.5229,2.6622,1.9027,0.8733,3.3602,0,1.0889,0,2.2978,0,0,0,3.7749,0,0,0,7.6085,0,0,0,0,0,0,0
300457.SZ,0,0.3532,1.6330,1.0909,0.7959,0.3920,1.2380,0.9944,0.7429,0.3343,2.0344,1.4608,1.1420,0.4497,2.7234,1.9344,1.4198,0.4787,3.2086,2.4086,1.4927,0.6896,3.4225,2.3620,1.8562,0,3.5100,0,0,0,3.7613,0,0,0,3.7040,0,0,0,4.4112,0,0,0,0,0,0,0
300471.SZ,0,0.8647,2.4275,1.2942,0.7468,0.1436,1.8126,1.0394,0.5437,0.2271,0.7451,0.4515,0.2682,0.1082,1.0522,0.7944,0.5481,0.2294,2.1999,1.4087,0.9582,0.3714,3.3741,2.1841,1.5357,0.5770,4.3677,0,0,0,5.3022,0,0,0,5.9873,0,0,0,5.2446,0,0,0,0,0,0,0
300472.SZ,0,0.4772,1.1410,0.7510,0.4336,0.2278,1.2682,0.7887,0.5995,0,1.4675,0.9423,0.6103,0.3078,1.0531,0.8160,0.6243,0.2155,1.2098,0.6999,0.4584,0.2381,1.9877,1.5476,1.1205,0.5412,2.5545,0,0,0,2.6026,0,0,0,3.2839,0,0,0,2.9457,0,0,0,0,0,0,0
300480.SZ,0.8479,0.2268,1.6647,1.1204,0.7416,0.2694,1.7150,1.0585,0.7228,0.3073,1.4961,0.9993,0.6640,0.2550,1.2731,0.7663,0.5259,0.2096,1.0409,0.5981,0.4764,0.2162,1.0681,0.7366,0.5291,0,1.1478,0,0,0,1.2986,0,0,0,1.5954,0,0,0,1.7513,0,0,0,0,0,0,0
300486.SZ,0,0.3226,1.9140,1.0934,0.8156,0.3175,1.9140,1.4131,0.9555,0.3281,2.5058,1.6034,1.2623,0.3894,2.2285,1.9564,1.4120,0.7213,0.8372,0.4216,0.3549,0.0561,1.4761,0.9588,0.8318,0.2614,1.9067,0,0,0,2.0444,0,0,0,2.0594,0,0,0,1.9758,0,0,0,0,0,0,0
300489.SZ,0,0.8589,4.3579,3.1388,2.2646,0.9728,3.1227,1.8420,0.9858,0.4163,2.5580,1.5348,1.0936,0.4169,2.5982,1.6741,1.2512,0.6266,3.0870,2.0414,1.2813,0.6163,3.8437,2.1402,1.6153,0.8653,7.4755,0,0,0,16.6189,0,0,0,16.0945,0,0,0,8.7118,0,0,0,0,0,0,0
300499.SZ,0.7910,0.3664,1.8790,1.2804,0.8359,0.3680,1.9219,1.6014,1.1240,0.4998,2.2027,1.3362,0.8800,0.4201,2.1983,1.6070,1.1979,0.4289,2.3253,1.4083,1.0711,0.4220,1.8738,0.9734,0.6743,0,1.7554,0,0,0,1.9929,0,0,0,2.0827,0,0,0,2.2529,0,0,0,0,0,0,0
300508.SZ,5.8777,2.4882,9.2476,6.6066,3.9880,1.4952,5.6545,4.2077,2.7897,0.9189,6.2325,5.4408,3.9901,1.8430,9.1319,7.3077,4.9603,2.3524,9.4087,7.5220,5.0317,2.2483,13.1146,0,0,0,22.4881,0,0,0,22.4776,0,0,0,24.6832,0,0,0,31.2881,0,0,0,0,0,0,0
300509.SZ,2.6646,1.2463,5.2219,5.5031,3.6065,1.6514,4.9800,3.2888,2.1359,1.0374,3.7032,2.4584,1.8417,0.8434,3.5009,2.5505,1.6748,0.8210,3.5128,2.6100,1.6828,0.9263,3.8734,0,0,0,4.6586,0,0,0,5.1405,0,0,0,6.0190,0,0,0,7.5069,0,0,0,0,0,0,0
300512.SZ,2.0981,0.9721,3.6073,2.2943,1.5560,0.7596,4.8346,3.4117,2.3005,1.2158,5.7440,4.3561,2.6305,1.4487,7.2309,5.3200,3.3751,1.4114,7.2206,4.6407,3.2454,1.5306,7.1906,0,0,0,7.3007,0,0,0,7.4152,0,0,0,8.8880,0,0,0,8.9847,0,0,0,0,0,0,0
300521.SZ,0,0.1861,0.9538,0.6535,0.3755,0.1371,1.1513,0.8723,0.5921,0.2216,1.1849,0.8417,0.5239,0.2144,1.2346,0.9300,0.5833,0.2467,1.3634,0.9873,0.5878,0.2660,1.4504,0,0,0,1.5881,0,0,0,3.2751,0,0,0,13.2946,0,0,0,15.4053,0,0,0,0,0,0,0
300551.SZ,0,0.2125,1.7615,0.7456,0.4938,0.1840,2.5102,1.2308,0.5634,0.2259,1.6182,0.6559,0.3436,0.1433,1.6178,0.8463,0.5277,0.1217,2.0894,1.1392,0.8339,0.1356,2.8886,0,0,0,5.1043,0,0,0,3.3315,0,0,0,2.3390,0,0,0,1.6109,0,0,0,0,0,0,0
300567.SZ,0,0.7551,2.5975,1.4053,0.7852,0.3379,2.5893,1.6752,1.2362,0.6565,2.6811,1.6847,1.1721,0.4602,2.6517,1.9513,1.1373,0.4383,2.3148,1.6323,1.0604,0.4472,2.8584,1.8347,1.6197,0.5335,3.1143,3.1601,1.2157,0.4516,4.0983,2.2581,1.0298,0.7928,2.6187,1.9995,1.0622,0.4796,2.3755,0,0,0,2.2263,0,0,0
300619.SZ,0,0.4626,1.9300,1.1011,0.5596,0.1192,2.0353,1.4438,1.0271,0.5196,2.8301,2.2033,1.3717,0.5132,3.3350,2.4255,1.5641,0.5350,3.5448,0,1.8981,0,3.2325,0,0,0,4.0101,0,2.2908,0,4.8541,0,0,0,7.4514,0,0,0,11.2758,0,0,0,0,0,0,0
300648.SZ,0,0.4419,2.3335,1.7175,0.9699,0.3390,1.9753,1.4005,0.9171,0.4064,1.9976,1.4980,0.9683,0.3289,2.5827,1.6619,1.1424,0.4387,3.0485,2.5371,1.5432,0.4088,2.9799,0,1.2058,0,2.4500,0,0,0,2.8264,0,0,0,2.4709,0,0,0,0,0,0,0,0,0,0,0
300724.SZ,0,0.9408,5.8223,3.0243,2.2819,1.1912,7.3455,5.5787,3.5965,1.5863,6.3131,4.9689,3.9745,2.0483,7.6155,0,3.3185,0,5.2331,0,2.6182,0,1.9391,0,0.6900,0.2988,2.3676,0,0,0,2.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300751.SZ,2.0188,1.0710,5.9740,3.8305,2.5226,1.4630,9.0241,5.1552,3.7880,1.9011,7.5457,0,3.6219,0,6.6877,0,0,0,5.7930,0,0,0,3.1925,0,0,0,1.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300756.SZ,0,1.5412,3.1424,1.7610,0.9352,0.1277,4.2154,3.0786,2.3397,0.8755,4.2052,3.1198,2.3173,0,5.0420,0,0,0.9092,6.0066,0,3.0751,0,6.4046,0,0,0,5.4877,0,0,0,7.0585,0,0,0,5.7041,0,0,0,0,0,0,0,0,0,0,0
300757.SZ,0,0.7104,1.3063,0.8434,0.4022,0.0814,3.1060,2.2949,1.6655,0.5874,3.8517,3.1724,2.4540,0,3.8916,0,0,0,4.4933,0,0,0,5.8707,0,0,0,11.5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300786.SZ,0,0.4610,2.3280,1.4155,0.8771,0.3384,2.3238,1.6550,1.1212,0.5893,2.5595,0,1.1444,0.5262,1.6858,0,0.6466,0.2350,1.4063,0,0.6602,0,1.5750,0,0.7717,0,1.6763,0,0.6064,0,1.5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300800.SZ,0,0.5619,2.8593,1.8960,1.0735,0.5448,2.9077,1.9815,1.3182,0,3.1911,0,1.2724,0,2.8276,0,0,0,2.2407,0,0.9051,0,2.0427,0,0,0,1.9358,0,0,0,1.8919,0,0,0,1.9254,0,0,0,0,0,0,0,0,0,0,0
300802.SZ,0,0.5923,2.7002,2.2014,1.3421,0.6502,2.9966,2.3886,1.7946,0,3.9223,0,2.1869,0,3.8973,0,0,0,3.2260,0,0,0,3.1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300813.SZ,0,2.6643,7.8839,5.1172,2.8458,1.3876,5.6610,3.9652,2.4469,0,6.1876,0,0,0,8.7865,7.4999,4.7356,0,10.3655,0,5.2250,0,10.7001,0,5.0248,2.5098,8.1609,0,3.0241,0,10.6662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300818.SZ,0,0.8933,4.1465,2.7101,1.4525,0.4889,3.9445,0,1.8936,0,3.0330,0,0,0,2.3213,0,1.0076,0,1.8362,0,1.0508,0,1.3293,0,0.5482,0,2.1108,0,0,0,2.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300823.SZ,0,0.5044,2.1623,1.5750,0.9873,0.4178,2.2021,0,0,0,2.3013,0,1.1074,0,2.3092,0,1.0647,0,2.4470,0,1.1607,0,2.6179,0,1.2250,0,3.2475,0,0,0,2.8016,0,0,0,3.3350,0,0,0,0,0,0,0,0,0,0,0
300833.SZ,0,0.7076,4.5224,3.8470,2.5263,1.6602,10.9801,0,4.9393,0,9.0149,0,3.4813,0,7.3248,0,0,0,7.7098,0,0,0,7.2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300836.SZ,0,0.1277,1.2667,0.7124,0.5201,0.0575,2.1625,0,1.1349,0,2.6077,0,1.0941,0,2.4817,0,1.0185,0,3.5638,0,1.2510,0,5.2144,0,3.3844,0,7.5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
