Code,Name,一级行业,二级行业,上市日期
600895.SH,张江高科,房地产,房地产开发和运营,1996/4/22
601155.SH,新城控股,房地产,房地产开发和运营,2015/12/4
601512.SH,中新集团,房地产,房地产开发和运营,2019/12/20
601588.SH,北辰实业,房地产,房地产开发和运营,2006/10/16
603682.SH,锦和商业,房地产,房地产开发和运营,2020/4/21
900902.SH,市北B股,房地产,房地产开发和运营,1992/7/1
900911.SH,金桥B股,房地产,房地产开发和运营,1993/5/31
900912.SH,外高B股,房地产,房地产开发和运营,1993/7/26
900928.SH,临港B股,房地产,房地产开发和运营,1994/4/29
900932.SH,陆家B股,房地产,房地产开发和运营,1994/11/22
900940.SH,大名城B,房地产,房地产开发和运营,1996/7/26
000726.SZ,鲁泰A,纺织服装,纺织制造,2000/12/25
000850.SZ,华茂股份,纺织服装,纺织制造,1998/10/7
000955.SZ,欣龙控股,纺织服装,纺织制造,1999/12/9
000982.SZ,中银绒业,纺织服装,纺织制造,2000/7/6
002003.SZ,伟星股份,纺织服装,纺织制造,2004/6/25
002042.SZ,华孚时尚,纺织服装,纺织制造,2005/4/27
002083.SZ,孚日股份,纺织服装,纺织制造,2006/11/24
002087.SZ,新野纺织,纺织服装,纺织制造,2006/11/30
002098.SZ,浔兴股份,纺织服装,纺织制造,2006/12/22
002144.SZ,宏达高科,纺织服装,纺织制造,2007/8/3
002193.SZ,如意集团,纺织服装,纺织制造,2007/12/7
002394.SZ,联发股份,纺织服装,纺织制造,2010/4/23
002404.SZ,嘉欣丝绸,纺织服装,纺织制造,2010/5/11
002486.SZ,嘉麟杰,纺织服装,纺织制造,2010/10/15
002494.SZ,华斯股份,纺织服装,纺织制造,2010/11/2
002634.SZ,棒杰股份,纺织服装,纺织制造,2011/12/5
002674.SZ,兴业科技,纺织服装,纺织制造,2012/5/7
200726.SZ,鲁泰B,纺织服装,纺织制造,1997/8/19
300819.SZ,聚杰微纤,纺织服装,纺织制造,2020/3/12
300877.SZ,金春股份,纺织服装,纺织制造,2020/8/24
300888.SZ,稳健医疗,纺织服装,纺织制造,2020/9/17
300918.SZ,南山智尚,纺织服装,纺织制造,2020/12/22
300979.SZ,华利集团,纺织服装,纺织制造,2021/4/26
600107.SH,美尔雅,纺织服装,纺织制造,1997/11/6
600156.SH,华升股份,纺织服装,纺织制造,1998/5/27
600220.SH,江苏阳光,纺织服装,纺织制造,1999/9/27
600232.SH,金鹰股份,纺织服装,纺织制造,2000/6/2
600370.SH,三房巷,纺织服装,纺织制造,2003/3/6
600448.SH,华纺股份,纺织服装,纺织制造,2001/9/3
600493.SH,凤竹纺织,纺织服装,纺织制造,2004/4/21
600527.SH,江南高纤,纺织服装,纺织制造,2003/11/27
600630.SH,龙头股份,纺织服装,纺织制造,1993/2/9
600689.SH,上海三毛,纺织服装,纺织制造,1993/11/8
600987.SH,航民股份,纺织服装,纺织制造,2004/8/9
601339.SH,百隆东方,纺织服装,纺织制造,2012/6/12
601718.SH,际华集团,纺织服装,纺织制造,2010/8/16
603055.SH,台华新材,纺织服装,纺织制造,2017/9/21
603238.SH,诺邦股份,纺织服装,纺织制造,2017/2/22
603477.SH,巨星农牧,纺织服装,纺织制造,2017/12/18
603511.SH,爱慕股份,纺织服装,纺织制造,2021/5/31
603558.SH,健盛集团,纺织服装,纺织制造,2015/1/27
603665.SH,康隆达,纺织服装,纺织制造,2017/3/13
603889.SH,新澳股份,纺织服装,纺织制造,2014/12/31
605055.SH,迎丰股份,纺织服装,纺织制造,2021/1/29
605189.SH,富春染织,纺织服装,纺织制造,2021/5/28
900922.SH,三毛B股,纺织服装,纺织制造,1993/12/31
002029.SZ,七匹狼,纺织服装,品牌服饰,2004/8/6
002154.SZ,报喜鸟,纺织服装,品牌服饰,2007/8/16
002269.SZ,美邦服饰,纺织服装,品牌服饰,2008/8/28
002293.SZ,罗莱生活,纺织服装,品牌服饰,2009/9/10
002327.SZ,富安娜,纺织服装,品牌服饰,2009/12/30
002397.SZ,梦洁股份,纺织服装,品牌服饰,2010/4/29
002485.SZ,希努尔,纺织服装,品牌服饰,2010/10/15
002503.SZ,搜于特,纺织服装,品牌服饰,2010/11/17
002563.SZ,森马服饰,纺织服装,品牌服饰,2011/3/11
002569.SZ,ST步森,纺织服装,品牌服饰,2011/4/12
002612.SZ,朗姿股份,纺织服装,品牌服饰,2011/8/30
002656.SZ,ST摩登,纺织服装,品牌服饰,2012/2/28
002687.SZ,乔治白,纺织服装,品牌服饰,2012/7/13
002761.SZ,浙江建投,纺织服装,品牌服饰,2015/6/10
002762.SZ,金发拉比,纺织服装,品牌服饰,2015/6/10
002763.SZ,汇洁股份,纺织服装,品牌服饰,2015/6/10
002776.SZ,ST柏龙,纺织服装,品牌服饰,2015/6/26
002780.SZ,三夫户外,纺织服装,品牌服饰,2015/12/9
002832.SZ,比音勒芬,纺织服装,品牌服饰,2016/12/23
002875.SZ,安奈儿,纺织服装,品牌服饰,2017/6/1
003016.SZ,欣贺股份,纺织服装,品牌服饰,2020/10/26
003041.SZ,真爱美家,纺织服装,品牌服饰,2021/4/6
300005.SZ,探路者,纺织服装,品牌服饰,2009/10/30
300577.SZ,开润股份,纺织服装,品牌服饰,2016/12/21
300591.SZ,万里马,纺织服装,品牌服饰,2017/1/10
300840.SZ,酷特智能,纺织服装,品牌服饰,2020/7/8
300901.SZ,中胤时尚,纺织服装,品牌服饰,2020/10/29
300952.SZ,恒辉安防,纺织服装,品牌服饰,2021/3/11
600137.SH,浪莎股份,纺织服装,品牌服饰,1998/4/16
600146.SH,*ST环球,纺织服装,品牌服饰,1999/7/7
600177.SH,雅戈尔,纺织服装,品牌服饰,1998/11/19
600398.SH,海澜之家,纺织服装,品牌服饰,2000/12/28
600400.SH,红豆股份,纺织服装,品牌服饰,2001/1/8
600439.SH,瑞贝卡,纺织服装,品牌服饰,2003/7/10
601566.SH,九牧王,纺织服装,品牌服饰,2011/5/30
603001.SH,奥康国际,纺织服装,品牌服饰,2012/4/26
603116.SH,红蜻蜓,纺织服装,品牌服饰,2015/6/29
603157.SH,*ST拉夏,纺织服装,品牌服饰,2017/9/25
603196.SH,日播时尚,纺织服装,品牌服饰,2017/5/31
603365.SH,水星家纺,纺织服装,品牌服饰,2017/11/20
603518.SH,锦泓集团,纺织服装,品牌服饰,2014/12/3
603555.SH,ST贵人,纺织服装,品牌服饰,2014/1/24
603557.SH,ST起步,纺织服装,品牌服饰,2017/8/18
603587.SH,地素时尚,纺织服装,品牌服饰,2018/6/22
603608.SH,天创时尚,纺织服装,品牌服饰,2016/2/18
603808.SH,歌力思,纺织服装,品牌服饰,2015/4/22
603839.SH,安正时尚,纺织服装,品牌服饰,2017/2/14
603877.SH,太平鸟,纺织服装,品牌服饰,2017/1/9
603908.SH,牧高笛,纺织服装,品牌服饰,2017/3/7
603958.SH,哈森股份,纺织服装,品牌服饰,2016/6/29
605003.SH,众望布艺,纺织服装,品牌服饰,2020/9/8
000627.SZ,天茂集团,非银行金融,保险Ⅱ,1996/11/12
600291.SH,*ST西水,非银行金融,保险Ⅱ,2000/7/31
601318.SH,中国平安,非银行金融,保险Ⅱ,2007/3/1
601319.SH,中国人保,非银行金融,保险Ⅱ,2018/11/16
601336.SH,新华保险,非银行金融,保险Ⅱ,2011/12/16
601601.SH,中国太保,非银行金融,保险Ⅱ,2007/12/25
601628.SH,中国人寿,非银行金融,保险Ⅱ,2007/1/9
000415.SZ,渤海租赁,非银行金融,多元金融,1996/7/16
000416.SZ,民生控股,非银行金融,多元金融,1996/7/19
000563.SZ,陕国投A,非银行金融,多元金融,1994/1/10
000617.SZ,中油资本,非银行金融,多元金融,1996/10/22
000666.SZ,经纬纺机,非银行金融,多元金融,1996/12/10
000987.SZ,越秀金控,非银行金融,多元金融,2000/7/18
002608.SZ,江苏国信,非银行金融,多元金融,2011/8/10
002647.SZ,仁东控股,非银行金融,多元金融,2011/12/28
002961.SZ,瑞达期货,非银行金融,多元金融,2019/9/5
600705.SH,中航产融,非银行金融,多元金融,1996/5/16
600816.SH,ST安信,非银行金融,多元金融,1994/1/28
600901.SH,江苏租赁,非银行金融,多元金融,2018/3/1
603093.SH,南华期货,非银行金融,多元金融,2019/8/30
000166.SZ,申万宏源,非银行金融,证券Ⅱ,2015/1/26
000623.SZ,吉林敖东,非银行金融,证券Ⅱ,1996/10/28
000686.SZ,东北证券,非银行金融,证券Ⅱ,1997/2/27
000712.SZ,锦龙股份,非银行金融,证券Ⅱ,1997/4/15
000728.SZ,国元证券,非银行金融,证券Ⅱ,1997/6/16
000750.SZ,国海证券,非银行金融,证券Ⅱ,1997/7/9
000776.SZ,广发证券,非银行金融,证券Ⅱ,1997/6/11
000783.SZ,长江证券,非银行金融,证券Ⅱ,1997/7/31
002500.SZ,山西证券,非银行金融,证券Ⅱ,2010/11/15
002670.SZ,国盛金控,非银行金融,证券Ⅱ,2012/4/16
002673.SZ,西部证券,非银行金融,证券Ⅱ,2012/5/3
002736.SZ,国信证券,非银行金融,证券Ⅱ,2014/12/29
002797.SZ,第一创业,非银行金融,证券Ⅱ,2016/5/11
002926.SZ,华西证券,非银行金融,证券Ⅱ,2018/2/5
002939.SZ,长城证券,非银行金融,证券Ⅱ,2018/10/26
002945.SZ,华林证券,非银行金融,证券Ⅱ,2019/1/17
600030.SH,中信证券,非银行金融,证券Ⅱ,2003/1/6
600061.SH,国投资本,非银行金融,证券Ⅱ,1997/5/19
600109.SH,国金证券,非银行金融,证券Ⅱ,1997/8/7
600155.SH,华创阳安,非银行金融,证券Ⅱ,1998/9/18
600369.SH,西南证券,非银行金融,证券Ⅱ,2001/1/9
600390.SH,五矿资本,非银行金融,证券Ⅱ,2001/1/15
600621.SH,华鑫股份,非银行金融,证券Ⅱ,1992/12/2
600739.SH,辽宁成大,非银行金融,证券Ⅱ,1996/8/19
600837.SH,海通证券,非银行金融,证券Ⅱ,1994/2/24
600864.SH,哈投股份,非银行金融,证券Ⅱ,1994/8/9
600906.SH,财达证券,非银行金融,证券Ⅱ,2021/5/7
600909.SH,华安证券,非银行金融,证券Ⅱ,2016/12/6
600918.SH,中泰证券,非银行金融,证券Ⅱ,2020/6/3
600958.SH,东方证券,非银行金融,证券Ⅱ,2015/3/23
600999.SH,招商证券,非银行金融,证券Ⅱ,2009/11/17
601066.SH,中信建投,非银行金融,证券Ⅱ,2018/6/20
601099.SH,太平洋,非银行金融,证券Ⅱ,2007/12/28
601108.SH,财通证券,非银行金融,证券Ⅱ,2017/10/24
601162.SH,天风证券,非银行金融,证券Ⅱ,2018/10/19
601198.SH,东兴证券,非银行金融,证券Ⅱ,2015/2/26
601211.SH,国泰君安,非银行金融,证券Ⅱ,2015/6/26
601236.SH,红塔证券,非银行金融,证券Ⅱ,2019/7/5
601375.SH,中原证券,非银行金融,证券Ⅱ,2017/1/3
601377.SH,兴业证券,非银行金融,证券Ⅱ,2010/10/13
601456.SH,国联证券,非银行金融,证券Ⅱ,2020/7/31
601555.SH,东吴证券,非银行金融,证券Ⅱ,2011/12/12
601688.SH,华泰证券,非银行金融,证券Ⅱ,2010/2/26
601696.SH,中银证券,非银行金融,证券Ⅱ,2020/2/26
601788.SH,光大证券,非银行金融,证券Ⅱ,2009/8/18
601878.SH,浙商证券,非银行金融,证券Ⅱ,2017/6/26
601881.SH,中国银河,非银行金融,证券Ⅱ,2017/1/23
601901.SH,方正证券,非银行金融,证券Ⅱ,2011/8/10
601990.SH,南京证券,非银行金融,证券Ⅱ,2018/6/13
601995.SH,中金公司,非银行金融,证券Ⅱ,2020/11/2
000709.SZ,河钢股份,钢铁,普钢,1997/4/16
000717.SZ,韶钢松山,钢铁,普钢,1997/5/8
000761.SZ,本钢板材,钢铁,普钢,1998/1/15
000778.SZ,新兴铸管,钢铁,普钢,1997/6/6
000825.SZ,太钢不锈,钢铁,普钢,1998/10/21
000898.SZ,鞍钢股份,钢铁,普钢,1997/12/25
000932.SZ,华菱钢铁,钢铁,普钢,1999/8/3
000959.SZ,首钢股份,钢铁,普钢,1999/12/16
002110.SZ,三钢闽光,钢铁,普钢,2007/1/26
200761.SZ,本钢板B,钢铁,普钢,1997/7/8
600010.SH,包钢股份,钢铁,普钢,2001/3/9
600019.SH,宝钢股份,钢铁,普钢,2000/12/12
600022.SH,山东钢铁,钢铁,普钢,2004/6/29
600126.SH,杭钢股份,钢铁,普钢,1998/3/11
600231.SH,凌钢股份,钢铁,普钢,2000/5/11
600282.SH,南钢股份,钢铁,普钢,2000/9/19
600307.SH,酒钢宏兴,钢铁,普钢,2000/12/20
600569.SH,安阳钢铁,钢铁,普钢,2001/8/20
600581.SH,八一钢铁,钢铁,普钢,2002/8/16
600782.SH,新钢股份,钢铁,普钢,1996/12/25
600808.SH,马钢股份,钢铁,普钢,1994/1/6
601003.SH,柳钢股份,钢铁,普钢,2007/2/27
601005.SH,重庆钢铁,钢铁,普钢,2007/2/28
601686.SH,友发集团,钢铁,普钢,2020/12/4
603969.SH,银龙股份,钢铁,普钢,2015/2/27
000629.SZ,攀钢钒钛,钢铁,其他钢铁,1996/11/15
000655.SZ,金岭矿业,钢铁,其他钢铁,1996/11/28
000906.SZ,浙商中拓,钢铁,其他钢铁,1999/7/7
000923.SZ,河钢资源,钢铁,其他钢铁,1999/7/14
001203.SZ,大中矿业,钢铁,其他钢铁,2021/5/10
600058.SH,五矿发展,钢铁,其他钢铁,1997/5/28
600295.SH,鄂尔多斯,钢铁,其他钢铁,2001/4/26
600516.SH,方大炭素,钢铁,其他钢铁,2002/8/30
600532.SH,未来股份,钢铁,其他钢铁,2002/10/31
600608.SH,ST沪科,钢铁,其他钢铁,1992/3/27
601969.SH,海南矿业,钢铁,其他钢铁,2014/12/9
605050.SH,福然德,钢铁,其他钢铁,2020/9/24
900936.SH,鄂资B股,钢铁,其他钢铁,1995/10/20
000708.SZ,中信特钢,钢铁,特材,1997/3/26
002057.SZ,中钢天源,钢铁,特材,2006/8/2
002075.SZ,沙钢股份,钢铁,特材,2006/10/25
002297.SZ,博云新材,钢铁,特材,2009/9/29
002318.SZ,久立特材,钢铁,特材,2009/12/11
002443.SZ,金洲管道,钢铁,特材,2010/7/6
002478.SZ,常宝股份,钢铁,特材,2010/9/21
002756.SZ,永兴材料,钢铁,特材,2015/5/15
300855.SZ,图南股份,钢铁,特材,2020/7/23
300881.SZ,盛德鑫泰,钢铁,特材,2020/9/1
600117.SH,西宁特钢,钢铁,特材,1997/10/15
600399.SH,抚顺特钢,钢铁,特材,2000/12/29
600507.SH,方大特钢,钢铁,特材,2003/9/30
601028.SH,玉龙股份,钢铁,特材,2011/11/7
603878.SH,武进不锈,钢铁,特材,2016/12/19
603995.SH,甬金股份,钢铁,特材,2019/12/24
688186.SH,广大特材,钢铁,特材,2020/2/11
000519.SZ,中兵红箭,国防军工,兵器兵装Ⅱ,1993/10/8
300397.SZ,天和防务,国防军工,兵器兵装Ⅱ,2014/9/10
300875.SZ,捷强装备,国防军工,兵器兵装Ⅱ,2020/8/24
600435.SH,北方导航,国防军工,兵器兵装Ⅱ,2003/7/4
600967.SH,内蒙一机,国防军工,兵器兵装Ⅱ,2004/5/18
600990.SH,四创电子,国防军工,兵器兵装Ⅱ,2004/5/10
601606.SH,长城军工,国防军工,兵器兵装Ⅱ,2018/8/6
000547.SZ,航天发展,国防军工,航空航天,1993/11/30
000697.SZ,炼石航空,国防军工,航空航天,1997/3/25
000738.SZ,航发控制,国防军工,航空航天,1997/6/26
000768.SZ,中航西飞,国防军工,航空航天,1997/6/26
000901.SZ,航天科技,国防军工,航空航天,1999/4/1
002013.SZ,中航机电,国防军工,航空航天,2004/7/5
002025.SZ,航天电器,国防军工,航空航天,2004/7/26
002111.SZ,威海广泰,国防军工,航空航天,2007/1/26
002179.SZ,中航光电,国防军工,航空航天,2007/11/1
002190.SZ,成飞集成,国防军工,航空航天,2007/12/3
002389.SZ,航天彩虹,国防军工,航空航天,2010/4/13
002413.SZ,雷科防务,国防军工,航空航天,2010/5/28
002933.SZ,新兴装备,国防军工,航空航天,2018/8/28
002935.SZ,天奥电子,国防军工,航空航天,2018/9/3
002977.SZ,天箭科技,国防军工,航空航天,2020/3/17
002985.SZ,北摩高科,国防军工,航空航天,2020/4/29
003009.SZ,中天火箭,国防军工,航空航天,2020/9/25
300424.SZ,航新科技,国防军工,航空航天,2015/4/22
300474.SZ,景嘉微,国防军工,航空航天,2016/3/31
300581.SZ,晨曦航空,国防军工,航空航天,2016/12/20
300696.SZ,爱乐达,国防军工,航空航天,2017/8/22
300719.SZ,安达维尔,国防军工,航空航天,2017/11/9
300775.SZ,三角防务,国防军工,航空航天,2019/5/21
300900.SZ,广联航空,国防军工,航空航天,2020/10/29
300965.SZ,恒宇信通,国防军工,航空航天,2021/4/2
600038.SH,中直股份,国防军工,航空航天,2000/12/18
600118.SH,中国卫星,国防军工,航空航天,1997/9/8
600184.SH,光电股份,国防军工,航空航天,2003/11/6
600316.SH,洪都航空,国防军工,航空航天,2000/12/15
600343.SH,航天动力,国防军工,航空航天,2003/4/8
600372.SH,中航电子,国防军工,航空航天,2001/7/6
600391.SH,航发科技,国防军工,航空航天,2001/12/12
600501.SH,航天晨光,国防军工,航空航天,2001/6/15
600765.SH,中航重机,国防军工,航空航天,1996/11/6
600879.SH,航天电子,国防军工,航空航天,1995/11/15
600893.SH,航发动力,国防军工,航空航天,1996/4/8
601698.SH,中国卫通,国防军工,航空航天,2019/6/28
688070.SH,纵横股份,国防军工,航空航天,2021/2/10
688510.SH,航亚科技,国防军工,航空航天,2020/12/16
688586.SH,江航装备,国防军工,航空航天,2020/7/31
688685.SH,迈信林,国防军工,航空航天,2021/5/13
000561.SZ,烽火电子,国防军工,其他军工Ⅱ,1994/5/9
000687.SZ,*ST华讯,国防军工,其他军工Ⅱ,1997/2/21
000733.SZ,振华科技,国防军工,其他军工Ⅱ,1997/7/3
002151.SZ,北斗星通,国防军工,其他军工Ⅱ,2007/8/13
002214.SZ,大立科技,国防军工,其他军工Ⅱ,2008/2/18
002338.SZ,奥普光电,国防军工,其他军工Ⅱ,2010/1/15
002414.SZ,高德红外,国防军工,其他军工Ⅱ,2010/7/16
002465.SZ,海格通信,国防军工,其他军工Ⅱ,2010/8/31
002625.SZ,光启技术,国防军工,其他军工Ⅱ,2011/11/3
002829.SZ,星网宇达,国防军工,其他军工Ⅱ,2016/12/13
300034.SZ,钢研高纳,国防军工,其他军工Ⅱ,2009/12/25
300045.SZ,华力创通,国防军工,其他军工Ⅱ,2010/1/20
300065.SZ,海兰信,国防军工,其他军工Ⅱ,2010/3/26
300101.SZ,振芯科技,国防军工,其他军工Ⅱ,2010/8/6
300114.SZ,中航电测,国防军工,其他军工Ⅱ,2010/8/27
300123.SZ,亚光科技,国防军工,其他军工Ⅱ,2010/9/28
300252.SZ,金信诺,国防军工,其他军工Ⅱ,2011/8/18
300395.SZ,菲利华,国防军工,其他军工Ⅱ,2014/9/10
300447.SZ,全信股份,国防军工,其他军工Ⅱ,2015/4/22
300527.SZ,中船应急,国防军工,其他军工Ⅱ,2016/8/5
300699.SZ,光威复材,国防军工,其他军工Ⅱ,2017/9/1
300722.SZ,新余国科,国防军工,其他军工Ⅱ,2017/11/10
300726.SZ,宏达电子,国防军工,其他军工Ⅱ,2017/11/21
300762.SZ,上海瀚讯,国防军工,其他军工Ⅱ,2019/3/14
300777.SZ,中简科技,国防军工,其他军工Ⅱ,2019/5/16
300810.SZ,中科海讯,国防军工,其他军工Ⅱ,2019/12/6
300922.SZ,天秦装备,国防军工,其他军工Ⅱ,2020/12/25
600562.SH,国睿科技,国防军工,其他军工Ⅱ,2003/1/28
600685.SH,中船防务,国防军工,其他军工Ⅱ,1993/10/28
600760.SH,中航沈飞,国防军工,其他军工Ⅱ,1996/10/11
600764.SH,中国海防,国防军工,其他军工Ⅱ,1996/11/4
600862.SH,中航高科,国防军工,其他军工Ⅱ,1994/5/20
601989.SH,中国重工,国防军工,其他军工Ⅱ,2009/12/16
603267.SH,鸿远电子,国防军工,其他军工Ⅱ,2019/5/15
603678.SH,火炬电子,国防军工,其他军工Ⅱ,2015/1/26
603712.SH,七一二,国防军工,其他军工Ⅱ,2018/2/26
688011.SH,新光光电,国防军工,其他军工Ⅱ,2019/7/22
688081.SH,兴图新科,国防军工,其他军工Ⅱ,2020/1/6
688122.SH,西部超导,国防军工,其他军工Ⅱ,2019/7/22
688636.SH,智明达,国防军工,其他军工Ⅱ,2021/4/8
688682.SH,霍莱沃,国防军工,其他军工Ⅱ,2021/4/20
688788.SH,科思科技,国防军工,其他军工Ⅱ,2020/10/22
000157.SZ,中联重科,机械,工程机械Ⅱ,2000/10/12
000425.SZ,徐工机械,机械,工程机械Ⅱ,1996/8/28
000528.SZ,柳工,机械,工程机械Ⅱ,1993/11/18
000680.SZ,山推股份,机械,工程机械Ⅱ,1997/1/22
002097.SZ,山河智能,机械,工程机械Ⅱ,2006/12/22
002367.SZ,康力电梯,机械,工程机械Ⅱ,2010/3/12
002535.SZ,ST林重,机械,工程机械Ⅱ,2011/1/11
002689.SZ,远大智能,机械,工程机械Ⅱ,2012/7/17
002774.SZ,快意电梯,机械,工程机械Ⅱ,2017/3/24
002796.SZ,世嘉科技,机械,工程机械Ⅱ,2016/5/10
300669.SZ,沪宁股份,机械,工程机械Ⅱ,2017/6/29
300931.SZ,通用电梯,机械,工程机械Ⅱ,2021/1/21
600031.SH,三一重工,机械,工程机械Ⅱ,2003/7/3
600761.SH,安徽合力,机械,工程机械Ⅱ,1996/10/9
600815.SH,厦工股份,机械,工程机械Ⅱ,1994/1/28
600835.SH,上海机电,机械,工程机械Ⅱ,1994/2/24
600894.SH,广日股份,机械,工程机械Ⅱ,1996/3/28
600984.SH,建设机械,机械,工程机械Ⅱ,2004/7/7
603298.SH,杭叉集团,机械,工程机械Ⅱ,2016/12/27
603321.SH,梅轮电梯,机械,工程机械Ⅱ,2017/9/15
603338.SH,浙江鼎力,机械,工程机械Ⅱ,2015/3/25
603356.SH,华菱精工,机械,工程机械Ⅱ,2018/1/24
603488.SH,展鹏科技,机械,工程机械Ⅱ,2017/5/16
605286.SH,同力日升,机械,工程机械Ⅱ,2021/3/22
688425.SH,铁建重工,机械,工程机械Ⅱ,2021/6/22
900925.SH,机电B股,机械,工程机械Ⅱ,1994/1/31
002132.SZ,恒星科技,机械,金属制品Ⅱ,2007/4/27
002150.SZ,通润装备,机械,金属制品Ⅱ,2007/8/10
002282.SZ,博深股份,机械,金属制品Ⅱ,2009/8/21
002342.SZ,巨力索具,机械,金属制品Ⅱ,2010/1/26
002514.SZ,宝馨科技,机械,金属制品Ⅱ,2010/12/3
002593.SZ,日上集团,机械,金属制品Ⅱ,2011/6/28
002722.SZ,金轮股份,机械,金属制品Ⅱ,2014/1/28
002743.SZ,富煌钢构,机械,金属制品Ⅱ,2015/2/17
002787.SZ,华源控股,机械,金属制品Ⅱ,2015/12/31
002843.SZ,泰嘉股份,机械,金属制品Ⅱ,2017/1/20
002965.SZ,祥鑫科技,机械,金属制品Ⅱ,2019/10/25
300176.SZ,派生科技,机械,金属制品Ⅱ,2011/2/15
300402.SZ,宝色股份,机械,金属制品Ⅱ,2014/10/10
300421.SZ,力星股份,机械,金属制品Ⅱ,2015/2/17
300828.SZ,锐新科技,机械,金属制品Ⅱ,2020/4/21
600114.SH,东睦股份,机械,金属制品Ⅱ,2004/5/11
600165.SH,新日恒力,机械,金属制品Ⅱ,1998/5/29
600558.SH,大西洋,机械,金属制品Ⅱ,2001/2/27
600992.SH,贵绳股份,机械,金属制品Ⅱ,2004/5/14
603028.SH,赛福天,机械,金属制品Ⅱ,2016/3/31
603278.SH,大业股份,机械,金属制品Ⅱ,2017/11/13
603626.SH,科森科技,机械,金属制品Ⅱ,2017/2/9
000410.SZ,ST沈机,机械,通用设备,1996/7/18
000530.SZ,冰山冷热,机械,通用设备,1993/12/8
000570.SZ,苏常柴A,机械,通用设备,1994/7/1
000584.SZ,哈工智能,机械,通用设备,1995/11/28
000595.SZ,宝塔实业,机械,通用设备,1996/4/19
000760.SZ,斯太退(退市),机械,通用设备,1997/6/27
000816.SZ,智慧农业,机械,通用设备,1997/8/18
000837.SZ,秦川机床,机械,通用设备,1998/9/28
000880.SZ,潍柴重机,机械,通用设备,1998/4/2
001696.SZ,宗申动力,机械,通用设备,1997/3/6
002011.SZ,盾安环境,机械,通用设备,2004/7/5
002026.SZ,山东威达,机械,通用设备,2004/7/27
002046.SZ,国机精工,机械,通用设备,2005/5/26
002122.SZ,ST天马,机械,通用设备,2007/3/28
002164.SZ,宁波东力,机械,通用设备,2007/8/23
002248.SZ,华东数控,机械,通用设备,2008/6/12
002272.SZ,川润股份,机械,通用设备,2008/9/19
002347.SZ,泰尔股份,机械,通用设备,2010/1/28
002406.SZ,远东传动,机械,通用设备,2010/5/18
002426.SZ,胜利精密,机械,通用设备,2010/6/8
002438.SZ,江苏神通,机械,通用设备,2010/6/23
002444.SZ,巨星科技,机械,通用设备,2010/7/13
002472.SZ,双环传动,机械,通用设备,2010/9/10
002483.SZ,润邦股份,机械,通用设备,2010/9/29
002520.SZ,日发精机,机械,通用设备,2010/12/10
002523.SZ,天桥起重,机械,通用设备,2010/12/10
002559.SZ,亚威股份,机械,通用设备,2011/3/3
002598.SZ,山东章鼓,机械,通用设备,2011/7/7
002633.SZ,申科股份,机械,通用设备,2011/11/22
002664.SZ,长鹰信质,机械,通用设备,2012/3/16
002685.SZ,华东重机,机械,通用设备,2012/6/12
002686.SZ,亿利达,机械,通用设备,2012/7/3
002698.SZ,博实股份,机械,通用设备,2012/9/11
002747.SZ,埃斯顿,机械,通用设备,2015/3/20
002757.SZ,南兴股份,机械,通用设备,2015/5/27
002760.SZ,凤形股份,机械,通用设备,2015/6/11
002786.SZ,银宝山新,机械,通用设备,2015/12/23
002795.SZ,永和智控,机械,通用设备,2016/4/28
002871.SZ,伟隆股份,机械,通用设备,2017/5/11
002877.SZ,智能自控,机械,通用设备,2017/6/5
002884.SZ,凌霄泵业,机械,通用设备,2017/7/11
002890.SZ,弘宇股份,机械,通用设备,2017/8/2
002896.SZ,中大力德,机械,通用设备,2017/8/29
002903.SZ,宇环数控,机械,通用设备,2017/10/13
002931.SZ,锋龙股份,机械,通用设备,2018/4/3
002943.SZ,宇晶股份,机械,通用设备,2018/11/29
002979.SZ,雷赛智能,机械,通用设备,2020/4/8
200530.SZ,冰山B,机械,通用设备,1998/3/20
200570.SZ,苏常柴B,机械,通用设备,1996/9/13
300004.SZ,南风股份,机械,通用设备,2009/10/30
300024.SZ,机器人,机械,通用设备,2009/10/30
300092.SZ,科新机电,机械,通用设备,2010/7/8
300095.SZ,华伍股份,机械,通用设备,2010/7/28
300126.SZ,锐奇股份,机械,通用设备,2010/10/13
300145.SZ,中金环境,机械,通用设备,2010/12/9
300154.SZ,瑞凌股份,机械,通用设备,2010/12/29
300161.SZ,华中数控,机械,通用设备,2011/1/13
300193.SZ,佳士科技,机械,通用设备,2011/3/22
300260.SZ,新莱应材,机械,通用设备,2011/9/6
300276.SZ,三丰智能,机械,通用设备,2011/11/15
300278.SZ,*ST华昌,机械,通用设备,2011/12/16
300281.SZ,金明精机,机械,通用设备,2011/12/29
300400.SZ,劲拓股份,机械,通用设备,2014/10/10
300415.SZ,伊之密,机械,通用设备,2015/1/23
300441.SZ,鲍斯股份,机械,通用设备,2015/4/23
300461.SZ,田中精机,机械,通用设备,2015/5/19
300470.SZ,中密控股,机械,通用设备,2015/6/12
300488.SZ,恒锋工具,机械,通用设备,2015/7/1
300503.SZ,昊志机电,机械,通用设备,2016/3/9
300549.SZ,优德精密,机械,通用设备,2016/9/30
300606.SZ,金太阳,机械,通用设备,2017/2/8
300607.SZ,拓斯达,机械,通用设备,2017/2/9
