Code,Name,一级行业,二级行业,上市日期
002799.SZ,环球印务,轻工制造,包装印刷,2016/6/8
002803.SZ,吉宏股份,轻工制造,包装印刷,2016/7/12
002825.SZ,纳尔股份,轻工制造,包装印刷,2016/11/29
002831.SZ,裕同科技,轻工制造,包装印刷,2016/12/16
002836.SZ,新宏泽,轻工制造,包装印刷,2016/12/29
002846.SZ,英联股份,轻工制造,包装印刷,2017/2/7
002951.SZ,金时科技,轻工制造,包装印刷,2019/3/15
002969.SZ,嘉美包装,轻工制造,包装印刷,2019/12/2
003003.SZ,天元股份,轻工制造,包装印刷,2020/9/21
003018.SZ,金富科技,轻工制造,包装印刷,2020/11/6
300057.SZ,万顺新材,轻工制造,包装印刷,2010/2/26
300501.SZ,海顺新材,轻工制造,包装印刷,2016/2/4
300849.SZ,锦盛新材,轻工制造,包装印刷,2020/7/10
300883.SZ,龙利得,轻工制造,包装印刷,2020/9/10
300955.SZ,嘉亨家化,轻工制造,包装印刷,2021/3/24
600076.SH,康欣新材,轻工制造,包装印刷,1997/5/26
600210.SH,紫江企业,轻工制造,包装印刷,1999/8/24
600836.SH,上海易连,轻工制造,包装印刷,1994/2/24
601515.SH,东风股份,轻工制造,包装印刷,2012/2/16
601968.SH,宝钢包装,轻工制造,包装印刷,2015/6/11
603021.SH,山东华鹏,轻工制造,包装印刷,2015/4/23
603022.SH,新通联,轻工制造,包装印刷,2015/5/18
603058.SH,永吉股份,轻工制造,包装印刷,2016/12/23
603429.SH,集友股份,轻工制造,包装印刷,2017/1/24
603499.SH,翔港科技,轻工制造,包装印刷,2017/10/16
603607.SH,京华激光,轻工制造,包装印刷,2017/10/25
603687.SH,大胜达,轻工制造,包装印刷,2019/7/26
603976.SH,正川股份,轻工制造,包装印刷,2017/8/22
605007.SH,五洲特纸,轻工制造,包装印刷,2020/11/10
605500.SH,森林包装,轻工制造,包装印刷,2020/12/22
000663.SZ,*ST永林,轻工制造,家居,1996/12/6
000910.SZ,大亚圣象,轻工制造,家居,1999/6/30
002084.SZ,海鸥住工,轻工制造,家居,2006/11/24
002240.SZ,盛新锂能,轻工制造,家居,2008/5/23
002489.SZ,浙江永强,轻工制造,家居,2010/10/21
002572.SZ,索菲亚,轻工制造,家居,2011/4/12
002631.SZ,德尔未来,轻工制造,家居,2011/11/11
002853.SZ,皮阿诺,轻工制造,家居,2017/3/10
003011.SZ,海象新材,轻工制造,家居,2020/9/30
300616.SZ,尚品宅配,轻工制造,家居,2017/3/7
300640.SZ,德艺文创,轻工制造,家居,2017/4/17
300749.SZ,顶固集创,轻工制造,家居,2018/9/25
300993.SZ,玉马遮阳,轻工制造,家居,2021/5/24
301004.SZ,嘉益股份,轻工制造,家居,2021/6/25
600337.SH,美克家居,轻工制造,家居,2000/11/27
600539.SH,狮头股份,轻工制造,家居,2001/8/24
601996.SH,丰林集团,轻工制造,家居,2011/9/29
603008.SH,喜临门,轻工制造,家居,2012/7/17
603059.SH,倍加洁,轻工制造,家居,2018/3/2
603180.SH,金牌厨柜,轻工制造,家居,2017/5/12
603208.SH,江山欧派,轻工制造,家居,2017/2/10
603221.SH,爱丽家居,轻工制造,家居,2020/3/23
603226.SH,菲林格尔,轻工制造,家居,2017/6/15
603313.SH,梦百合,轻工制造,家居,2016/10/13
603326.SH,我乐家居,轻工制造,家居,2017/6/16
603385.SH,惠达卫浴,轻工制造,家居,2017/4/5
603389.SH,亚振家居,轻工制造,家居,2016/12/15
603408.SH,建霖家居,轻工制造,家居,2020/7/30
603600.SH,永艺股份,轻工制造,家居,2015/1/23
603610.SH,麒盛科技,轻工制造,家居,2019/10/29
603615.SH,茶花股份,轻工制造,家居,2017/2/13
603661.SH,恒林股份,轻工制造,家居,2017/11/21
603709.SH,中源家居,轻工制造,家居,2018/2/8
603801.SH,志邦家居,轻工制造,家居,2017/6/30
603816.SH,顾家家居,轻工制造,家居,2016/10/14
603818.SH,曲美家居,轻工制造,家居,2015/4/22
603833.SH,欧派家居,轻工制造,家居,2017/3/28
603848.SH,好太太,轻工制造,家居,2017/12/1
603898.SH,好莱客,轻工制造,家居,2015/2/17
603992.SH,松霖科技,轻工制造,家居,2019/8/26
605080.SH,浙江自然,轻工制造,家居,2021/5/6
605268.SH,王力安防,轻工制造,家居,2021/2/24
000833.SZ,粤桂股份,轻工制造,其他轻工Ⅱ,1998/11/11
001206.SZ,依依股份,轻工制造,其他轻工Ⅱ,2021/5/18
002571.SZ,德力股份,轻工制造,其他轻工Ⅱ,2011/4/12
002751.SZ,易尚展示,轻工制造,其他轻工Ⅱ,2015/4/24
002899.SZ,英派斯,轻工制造,其他轻工Ⅱ,2017/9/15
003023.SZ,彩虹集团,轻工制造,其他轻工Ⅱ,2020/12/11
300539.SZ,横河精密,轻工制造,其他轻工Ⅱ,2016/8/30
300651.SZ,金陵体育,轻工制造,其他轻工Ⅱ,2017/5/9
300658.SZ,延江股份,轻工制造,其他轻工Ⅱ,2017/6/2
300729.SZ,乐歌股份,轻工制造,其他轻工Ⅱ,2017/12/1
600679.SH,上海凤凰,轻工制造,其他轻工Ⅱ,1993/10/8
605099.SH,共创草坪,轻工制造,其他轻工Ⅱ,2020/9/30
900916.SH,凤凰B股,轻工制造,其他轻工Ⅱ,1993/11/19
002301.SZ,齐心集团,轻工制造,文娱轻工Ⅱ,2009/10/21
002348.SZ,高乐股份,轻工制造,文娱轻工Ⅱ,2010/2/3
002575.SZ,*ST群兴,轻工制造,文娱轻工Ⅱ,2011/4/22
002605.SZ,姚记科技,轻工制造,文娱轻工Ⅱ,2011/8/5
002678.SZ,珠江钢琴,轻工制造,文娱轻工Ⅱ,2012/5/30
002862.SZ,实丰文化,轻工制造,文娱轻工Ⅱ,2017/4/11
300329.SZ,海伦钢琴,轻工制造,文娱轻工Ⅱ,2012/6/19
300703.SZ,创源股份,轻工制造,文娱轻工Ⅱ,2017/9/19
603398.SH,邦宝益智,轻工制造,文娱轻工Ⅱ,2015/12/9
603899.SH,晨光文具,轻工制造,文娱轻工Ⅱ,2015/1/27
605299.SH,舒华体育,轻工制造,文娱轻工Ⅱ,2020/12/15
000488.SZ,晨鸣纸业,轻工制造,造纸Ⅱ,2000/11/20
000815.SZ,美利云,轻工制造,造纸Ⅱ,1998/6/9
002012.SZ,凯恩股份,轻工制造,造纸Ⅱ,2004/7/5
002067.SZ,景兴纸业,轻工制造,造纸Ⅱ,2006/9/15
002078.SZ,太阳纸业,轻工制造,造纸Ⅱ,2006/11/16
002235.SZ,安妮股份,轻工制造,造纸Ⅱ,2008/5/16
002511.SZ,中顺洁柔,轻工制造,造纸Ⅱ,2010/11/25
002521.SZ,齐峰新材,轻工制造,造纸Ⅱ,2010/12/10
003006.SZ,百亚股份,轻工制造,造纸Ⅱ,2020/9/21
200488.SZ,晨鸣B,轻工制造,造纸Ⅱ,1997/5/26
301009.SZ,可靠股份,轻工制造,造纸Ⅱ,2021/6/17
600103.SH,青山纸业,轻工制造,造纸Ⅱ,1997/7/3
600235.SH,民丰特纸,轻工制造,造纸Ⅱ,2000/6/15
600308.SH,华泰股份,轻工制造,造纸Ⅱ,2000/9/28
600356.SH,恒丰纸业,轻工制造,造纸Ⅱ,2001/4/19
600433.SH,冠豪高新,轻工制造,造纸Ⅱ,2003/6/19
600567.SH,山鹰国际,轻工制造,造纸Ⅱ,2001/12/18
600793.SH,宜宾纸业,轻工制造,造纸Ⅱ,1997/2/20
600963.SH,岳阳林纸,轻工制造,造纸Ⅱ,2004/5/25
600966.SH,博汇纸业,轻工制造,造纸Ⅱ,2004/6/8
603165.SH,荣晟环保,轻工制造,造纸Ⅱ,2017/1/17
603733.SH,仙鹤股份,轻工制造,造纸Ⅱ,2018/4/20
603863.SH,ST松炀,轻工制造,造纸Ⅱ,2019/6/21
605009.SH,豪悦护理,轻工制造,造纸Ⅱ,2020/9/11
002024.SZ,苏宁易购,商贸零售,电商及服务Ⅱ,2004/7/21
002127.SZ,南极电商,商贸零售,电商及服务Ⅱ,2007/4/18
002640.SZ,*ST跨境,商贸零售,电商及服务Ⅱ,2011/12/8
003010.SZ,若羽臣,商贸零售,电商及服务Ⅱ,2020/9/25
300464.SZ,星徽股份,商贸零售,电商及服务Ⅱ,2015/6/10
300785.SZ,值得买,商贸零售,电商及服务Ⅱ,2019/7/15
300792.SZ,壹网壹创,商贸零售,电商及服务Ⅱ,2019/9/27
301001.SZ,凯淳股份,商贸零售,电商及服务Ⅱ,2021/5/28
605136.SH,丽人丽妆,商贸零售,电商及服务Ⅱ,2020/9/29
000151.SZ,中成股份,商贸零售,贸易Ⅱ,2000/9/6
000155.SZ,川能动力,商贸零售,贸易Ⅱ,2000/9/26
000611.SZ,*ST天首,商贸零售,贸易Ⅱ,1996/10/8
000626.SZ,远大控股,商贸零售,贸易Ⅱ,1996/11/28
000632.SZ,三木集团,商贸零售,贸易Ⅱ,1996/11/21
002091.SZ,江苏国泰,商贸零售,贸易Ⅱ,2006/12/8
002102.SZ,ST冠福,商贸零售,贸易Ⅱ,2006/12/29
600145.SH,*ST新亿,商贸零售,贸易Ⅱ,1999/9/23
600241.SH,ST时万,商贸零售,贸易Ⅱ,2000/11/28
600250.SH,南纺股份,商贸零售,贸易Ⅱ,2001/3/6
600278.SH,东方创业,商贸零售,贸易Ⅱ,2000/7/12
600287.SH,江苏舜天,商贸零售,贸易Ⅱ,2000/9/1
600605.SH,汇通能源,商贸零售,贸易Ⅱ,1992/3/27
600710.SH,苏美达,商贸零售,贸易Ⅱ,1996/7/1
600735.SH,新华锦,商贸零售,贸易Ⅱ,1996/7/26
600753.SH,东方银星,商贸零售,贸易Ⅱ,1996/9/27
600755.SH,厦门国贸,商贸零售,贸易Ⅱ,1996/10/3
600811.SH,东方集团,商贸零售,贸易Ⅱ,1994/1/6
600822.SH,上海物贸,商贸零售,贸易Ⅱ,1994/2/4
600826.SH,兰生股份,商贸零售,贸易Ⅱ,1994/2/4
600857.SH,宁波中百,商贸零售,贸易Ⅱ,1994/4/25
600870.SH,*ST厦华,商贸零售,贸易Ⅱ,1995/2/28
600981.SH,汇鸿集团,商贸零售,贸易Ⅱ,2004/6/30
601113.SH,ST华鼎,商贸零售,贸易Ⅱ,2011/5/9
900927.SH,物贸B股,商贸零售,贸易Ⅱ,1994/3/30
000417.SZ,合肥百货,商贸零售,一般零售,1996/8/12
000419.SZ,通程控股,商贸零售,一般零售,1996/8/16
000501.SZ,鄂武商A,商贸零售,一般零售,1992/11/20
000564.SZ,*ST大集,商贸零售,一般零售,1994/1/10
000679.SZ,大连友谊,商贸零售,一般零售,1997/1/24
000715.SZ,中兴商业,商贸零售,一般零售,1997/5/8
000759.SZ,中百集团,商贸零售,一般零售,1997/5/19
000882.SZ,华联股份,商贸零售,一般零售,1998/6/16
002187.SZ,广百股份,商贸零售,一般零售,2007/11/22
002251.SZ,步步高,商贸零售,一般零售,2008/6/19
002264.SZ,新华都,商贸零售,一般零售,2008/7/31
002277.SZ,友阿股份,商贸零售,一般零售,2009/7/17
002336.SZ,人人乐,商贸零售,一般零售,2010/1/13
002419.SZ,天虹股份,商贸零售,一般零售,2010/6/1
002561.SZ,徐家汇,商贸零售,一般零售,2011/3/3
002697.SZ,红旗连锁,商贸零售,一般零售,2012/9/5
600280.SH,中央商场,商贸零售,一般零售,2000/9/26
600306.SH,*ST商城,商贸零售,一般零售,2000/12/26
600361.SH,华联综超,商贸零售,一般零售,2001/11/29
600628.SH,新世界,商贸零售,一般零售,1993/1/19
600682.SH,南京新百,商贸零售,一般零售,1993/10/18
600693.SH,东百集团,商贸零售,一般零售,1993/11/22
600694.SH,大商股份,商贸零售,一般零售,1993/11/22
600697.SH,欧亚集团,商贸零售,一般零售,1993/12/6
600712.SH,南宁百货,商贸零售,一般零售,1996/6/26
600723.SH,首商股份,商贸零售,一般零售,1996/7/16
600729.SH,重庆百货,商贸零售,一般零售,1996/7/2
600738.SH,丽尚国潮,商贸零售,一般零售,1996/8/2
600778.SH,友好集团,商贸零售,一般零售,1996/12/3
600785.SH,新华百货,商贸零售,一般零售,1997/1/8
600814.SH,杭州解百,商贸零售,一般零售,1994/1/14
600821.SH,金开新能,商贸零售,一般零售,1994/1/28
600824.SH,益民集团,商贸零售,一般零售,1994/2/4
600827.SH,百联股份,商贸零售,一般零售,1994/2/4
600828.SH,茂业商业,商贸零售,一般零售,1994/2/24
600838.SH,上海九百,商贸零售,一般零售,1994/2/24
600858.SH,银座股份,商贸零售,一般零售,1994/5/6
600859.SH,王府井,商贸零售,一般零售,1994/5/6
600861.SH,北京城乡,商贸零售,一般零售,1994/5/20
600865.SH,百大集团,商贸零售,一般零售,1994/8/9
601010.SH,文峰股份,商贸零售,一般零售,2011/6/3
601086.SH,国芳集团,商贸零售,一般零售,2017/9/29
601116.SH,三江购物,商贸零售,一般零售,2011/3/2
601366.SH,利群股份,商贸零售,一般零售,2017/4/12
601933.SH,永辉超市,商贸零售,一般零售,2010/12/15
603031.SH,安德利,商贸零售,一般零售,2016/8/22
603101.SH,汇嘉时代,商贸零售,一般零售,2016/5/6
603123.SH,翠微股份,商贸零售,一般零售,2012/5/3
603708.SH,家家悦,商贸零售,一般零售,2016/12/13
605188.SH,国光连锁,商贸零售,一般零售,2020/7/28
900923.SH,百联B股,商贸零售,一般零售,1994/1/5
000785.SZ,居然之家,商贸零售,专业市场经营Ⅱ,1997/7/11
000861.SZ,海印股份,商贸零售,专业市场经营Ⅱ,1998/10/28
002344.SZ,海宁皮城,商贸零售,专业市场经营Ⅱ,2010/1/26
002818.SZ,富森美,商贸零售,专业市场经营Ⅱ,2016/11/9
600113.SH,浙江东日,商贸零售,专业市场经营Ⅱ,1997/10/21
600415.SH,小商品城,商贸零售,专业市场经营Ⅱ,2002/5/9
600774.SH,汉商集团,商贸零售,专业市场经营Ⅱ,1996/11/8
600790.SH,轻纺城,商贸零售,专业市场经营Ⅱ,1997/2/28
601828.SH,美凯龙,商贸零售,专业市场经营Ⅱ,2018/1/17
000026.SZ,飞亚达,商贸零售,专营连锁,1993/6/3
000587.SZ,*ST金洲,商贸零售,专营连锁,1996/4/25
000829.SZ,天音控股,商贸零售,专营连锁,1997/12/2
002345.SZ,潮宏基,商贸零售,专营连锁,2010/1/28
002356.SZ,*ST赫美,商贸零售,专营连锁,2010/2/9
002416.SZ,爱施德,商贸零售,专营连锁,2010/5/28
002574.SZ,明牌珠宝,商贸零售,专营连锁,2011/4/22
002721.SZ,金一文化,商贸零售,专营连锁,2014/1/27
002731.SZ,萃华珠宝,商贸零售,专营连锁,2014/11/4
002740.SZ,爱迪尔,商贸零售,专营连锁,2015/1/22
002867.SZ,周大生,商贸零售,专营连锁,2017/4/27
200026.SZ,飞亚达B,商贸零售,专营连锁,1993/6/3
300755.SZ,华致酒行,商贸零售,专营连锁,2019/1/29
300945.SZ,曼卡龙,商贸零售,专营连锁,2021/2/10
600122.SH,ST宏图,商贸零售,专营连锁,1998/4/20
600612.SH,老凤祥,商贸零售,专营连锁,1992/8/14
600655.SH,豫园股份,商贸零售,专营连锁,1992/9/2
600916.SH,中国黄金,商贸零售,专营连锁,2021/2/5
603214.SH,爱婴室,商贸零售,专营连锁,2018/3/30
603900.SH,莱绅通灵,商贸零售,专营连锁,2016/11/23
605266.SH,健之佳,商贸零售,专营连锁,2020/12/1
900905.SH,老凤祥B,商贸零售,专营连锁,1992/7/28
000059.SZ,华锦股份,石油石化,石油化工,1997/1/30
000096.SZ,广聚能源,石油石化,石油化工,2000/7/24
000159.SZ,国际实业,石油石化,石油化工,2000/9/26
000301.SZ,东方盛虹,石油石化,石油化工,2000/5/29
000554.SZ,泰山石油,石油石化,石油化工,1993/12/15
000637.SZ,茂化实华,石油石化,石油化工,1996/11/14
000698.SZ,沈阳化工,石油石化,石油化工,1997/2/20
000703.SZ,恒逸石化,石油石化,石油化工,1997/3/28
000819.SZ,岳阳兴长,石油石化,石油化工,1997/6/25
000985.SZ,大庆华科,石油石化,石油化工,2000/7/26
002206.SZ,海利得,石油石化,石油化工,2008/1/23
002221.SZ,东华能源,石油石化,石油化工,2008/3/6
002254.SZ,泰和新材,石油石化,石油化工,2008/6/25
002408.SZ,齐翔腾达,石油石化,石油化工,2010/5/18
002476.SZ,宝莫股份,石油石化,石油化工,2010/9/15
002493.SZ,荣盛石化,石油石化,石油化工,2010/11/2
002778.SZ,中晟高科,石油石化,石油化工,2016/1/6
002986.SZ,宇新股份,石油石化,石油化工,2020/6/2
300135.SZ,宝利国际,石油石化,石油化工,2010/10/26
300839.SZ,博汇股份,石油石化,石油化工,2020/6/30
300876.SZ,蒙泰高新,石油石化,石油化工,2020/8/24
600028.SH,中国石化,石油石化,石油化工,2001/8/8
600346.SH,恒力石化,石油石化,石油化工,2001/8/20
600387.SH,ST海越,石油石化,石油化工,2004/2/18
600688.SH,上海石化,石油石化,石油化工,1993/11/8
600800.SH,渤海化学,石油石化,石油化工,1993/12/6
600856.SH,ST中天,石油石化,石油化工,1994/4/25
601233.SH,桐昆股份,石油石化,石油化工,2011/5/18
603225.SH,新凤鸣,石油石化,石油化工,2017/4/18
603353.SH,和顺石油,石油石化,石油化工,2020/4/7
603798.SH,康普顿,石油石化,石油化工,2016/4/6
000968.SZ,蓝焰控股,石油石化,石油开采Ⅱ,2000/6/22
600256.SH,广汇能源,石油石化,石油开采Ⅱ,2000/5/26
600759.SH,洲际油气,石油石化,石油开采Ⅱ,1996/10/8
600777.SH,新潮能源,石油石化,石油开采Ⅱ,1996/11/21
601857.SH,中国石油,石油石化,石油开采Ⅱ,2007/11/5
002828.SZ,贝肯能源,石油石化,油服工程,2016/12/8
300384.SZ,三联虹普,石油石化,油服工程,2014/8/1
600339.SH,中油工程,石油石化,油服工程,2000/12/25
600378.SH,昊华科技,石油石化,油服工程,2001/1/11
600583.SH,海油工程,石油石化,油服工程,2002/2/5
600871.SH,石化油服,石油石化,油服工程,1995/4/11
600968.SH,海油发展,石油石化,油服工程,2019/6/26
601808.SH,中海油服,石油石化,油服工程,2007/9/28
603619.SH,中曼石油,石油石化,油服工程,2017/11/17
603727.SH,博迈科,石油石化,油服工程,2016/11/22
603800.SH,道森股份,石油石化,油服工程,2015/12/10
000568.SZ,泸州老窖,食品饮料,酒类,1994/5/9
000596.SZ,古井贡酒,食品饮料,酒类,1996/9/27
000729.SZ,燕京啤酒,食品饮料,酒类,1997/7/16
000752.SZ,*ST西发,食品饮料,酒类,1997/6/25
000799.SZ,酒鬼酒,食品饮料,酒类,1997/7/18
000858.SZ,五粮液,食品饮料,酒类,1998/4/27
000860.SZ,顺鑫农业,食品饮料,酒类,1998/11/4
000869.SZ,张裕A,食品饮料,酒类,2000/10/26
000929.SZ,兰州黄河,食品饮料,酒类,1999/6/23
000995.SZ,皇台酒业,食品饮料,酒类,2000/8/7
002304.SZ,洋河股份,食品饮料,酒类,2009/11/6
002461.SZ,珠江啤酒,食品饮料,酒类,2010/8/18
002568.SZ,百润股份,食品饮料,酒类,2011/3/25
002646.SZ,青青稞酒,食品饮料,酒类,2011/12/22
200596.SZ,古井贡B,食品饮料,酒类,1996/6/12
200869.SZ,张裕B,食品饮料,酒类,1997/9/23
600059.SH,古越龙山,食品饮料,酒类,1997/5/16
600084.SH,*ST中葡,食品饮料,酒类,1997/7/11
600132.SH,重庆啤酒,食品饮料,酒类,1997/10/30
600197.SH,伊力特,食品饮料,酒类,1999/9/16
600199.SH,金种子酒,食品饮料,酒类,1998/8/12
600238.SH,海南椰岛,食品饮料,酒类,2000/1/20
600365.SH,ST通葡,食品饮料,酒类,2001/1/15
600519.SH,贵州茅台,食品饮料,酒类,2001/8/27
600543.SH,莫高股份,食品饮料,酒类,2004/3/24
600559.SH,老白干酒,食品饮料,酒类,2002/10/29
600573.SH,惠泉啤酒,食品饮料,酒类,2003/2/26
600600.SH,青岛啤酒,食品饮料,酒类,1993/8/27
600616.SH,金枫酒业,食品饮料,酒类,1992/9/29
600702.SH,舍得酒业,食品饮料,酒类,1996/5/24
600779.SH,水井坊,食品饮料,酒类,1996/12/6
600809.SH,山西汾酒,食品饮料,酒类,1994/1/6
601579.SH,会稽山,食品饮料,酒类,2014/8/25
603198.SH,迎驾贡酒,食品饮料,酒类,2015/5/28
603369.SH,今世缘,食品饮料,酒类,2014/7/3
603589.SH,口子窖,食品饮料,酒类,2015/6/29
603779.SH,威龙股份,食品饮料,酒类,2016/5/16
603919.SH,金徽酒,食品饮料,酒类,2016/3/10
000576.SZ,甘化科工,食品饮料,食品,1994/9/7
000639.SZ,西王食品,食品饮料,食品,1996/11/26
000716.SZ,黑芝麻,食品饮料,食品,1997/4/18
000895.SZ,双汇发展,食品饮料,食品,1998/12/10
002216.SZ,三全食品,食品饮料,食品,2008/2/20
002330.SZ,得利斯,食品饮料,食品,2010/1/6
002481.SZ,双塔食品,食品饮料,食品,2010/9/21
002495.SZ,佳隆股份,食品饮料,食品,2010/11/2
002507.SZ,涪陵榨菜,食品饮料,食品,2010/11/23
002515.SZ,金字火腿,食品饮料,食品,2010/12/3
002557.SZ,洽洽食品,食品饮料,食品,2011/3/2
002582.SZ,好想你,食品饮料,食品,2011/5/20
002626.SZ,金达威,食品饮料,食品,2011/10/28
002650.SZ,加加食品,食品饮料,食品,2012/1/6
002661.SZ,克明食品,食品饮料,食品,2012/3/16
002695.SZ,煌上煌,食品饮料,食品,2012/9/5
002696.SZ,百洋股份,食品饮料,食品,2012/9/5
002702.SZ,海欣食品,食品饮料,食品,2012/10/11
002726.SZ,龙大肉食,食品饮料,食品,2014/6/26
002820.SZ,桂发祥,食品饮料,食品,2016/11/18
002840.SZ,华统股份,食品饮料,食品,2017/1/10
002847.SZ,盐津铺子,食品饮料,食品,2017/2/8
002956.SZ,西麦食品,食品饮料,食品,2019/6/19
002991.SZ,甘源食品,食品饮料,食品,2020/7/31
003000.SZ,劲仔食品,食品饮料,食品,2020/9/14
003030.SZ,祖名股份,食品饮料,食品,2021/1/6
300138.SZ,晨光生物,食品饮料,食品,2010/11/5
300146.SZ,汤臣倍健,食品饮料,食品,2010/12/15
300741.SZ,华宝股份,食品饮料,食品,2018/3/1
300783.SZ,三只松鼠,食品饮料,食品,2019/7/12
300791.SZ,仙乐健康,食品饮料,食品,2019/9/25
300858.SZ,科拓生物,食品饮料,食品,2020/7/27
300892.SZ,品渥食品,食品饮料,食品,2020/9/24
300908.SZ,仲景食品,食品饮料,食品,2020/11/23
300915.SZ,海融科技,食品饮料,食品,2020/12/2
300973.SZ,立高食品,食品饮料,食品,2021/4/15
300997.SZ,欢乐家,食品饮料,食品,2021/6/2
600073.SH,上海梅林,食品饮料,食品,1997/7/4
600186.SH,莲花健康,食品饮料,食品,1998/8/25
600298.SH,安琪酵母,食品饮料,食品,2000/8/18
600305.SH,恒顺醋业,食品饮料,食品,2001/2/6
600381.SH,青海春天,食品饮料,食品,2001/5/8
600872.SH,中炬高新,食品饮料,食品,1995/1/24
603020.SH,爱普股份,食品饮料,食品,2015/3/25
603027.SH,千禾味业,食品饮料,食品,2016/3/7
603288.SH,海天味业,食品饮料,食品,2014/2/11
603317.SH,天味食品,食品饮料,食品,2019/4/16
603345.SH,安井食品,食品饮料,食品,2017/2/22
603517.SH,绝味食品,食品饮料,食品,2017/3/17
603536.SH,惠发食品,食品饮料,食品,2017/6/13
603696.SH,安记食品,食品饮料,食品,2015/12/9
603697.SH,有友食品,食品饮料,食品,2019/5/8
603719.SH,良品铺子,食品饮料,食品,2020/2/24
603755.SH,日辰股份,食品饮料,食品,2019/8/28
603777.SH,来伊份,食品饮料,食品,2016/10/12
603866.SH,桃李面包,食品饮料,食品,2015/12/22
603886.SH,元祖股份,食品饮料,食品,2016/12/28
605089.SH,味知香,食品饮料,食品,2021/4/27
605300.SH,佳禾食品,食品饮料,食品,2021/4/30
605338.SH,巴比食品,食品饮料,食品,2020/10/12
605339.SH,南侨食品,食品饮料,食品,2021/5/18
688089.SH,嘉必优,食品饮料,食品,2019/12/19
000848.SZ,承德露露,食品饮料,饮料,1997/11/13
002329.SZ,皇氏集团,食品饮料,饮料,2010/1/6
002570.SZ,贝因美,食品饮料,饮料,2011/4/12
002719.SZ,*ST麦趣,食品饮料,饮料,2014/1/28
002732.SZ,燕塘乳业,食品饮料,饮料,2014/12/5
002770.SZ,*ST科迪,食品饮料,饮料,2015/6/30
002910.SZ,庄园牧场,食品饮料,饮料,2017/10/31
002946.SZ,新乳业,食品饮料,饮料,2019/1/25
300898.SZ,熊猫乳品,食品饮料,饮料,2020/10/16
600300.SH,ST维维,食品饮料,饮料,2000/6/30
600419.SH,天润乳业,食品饮料,饮料,2001/6/28
600429.SH,三元股份,食品饮料,饮料,2003/9/15
600597.SH,光明乳业,食品饮料,饮料,2002/8/28
600882.SH,妙可蓝多,食品饮料,饮料,1995/12/6
600887.SH,伊利股份,食品饮料,饮料,1996/3/12
603156.SH,养元饮品,食品饮料,饮料,2018/2/12
603711.SH,香飘飘,食品饮料,饮料,2017/11/30
605179.SH,一鸣食品,食品饮料,饮料,2020/12/28
605198.SH,德利股份,食品饮料,饮料,2020/9/18
605337.SH,李子园,食品饮料,饮料,2021/2/8
605388.SH,均瑶健康,食品饮料,饮料,2020/8/18
605499.SH,东鹏饮料,食品饮料,饮料,2021/5/27
002359.SZ,北讯退(退市),通信,电信运营Ⅱ,2010/2/10
600050.SH,中国联通,通信,电信运营Ⅱ,2002/10/9
600804.SH,鹏博士,通信,电信运营Ⅱ,1994/1/3
000032.SZ,深桑达A,通信,通信设备制造,1993/10/28
000063.SZ,中兴通讯,通信,通信设备制造,1997/11/18
000070.SZ,特发信息,通信,通信设备制造,2000/5/11
000586.SZ,汇源通信,通信,通信设备制造,1995/12/20
000810.SZ,创维数字,通信,通信设备制造,1998/6/2
000836.SZ,富通信息,通信,通信设备制造,1997/9/29
000851.SZ,高鸿股份,通信,通信设备制造,1998/6/9
001208.SZ,华菱线缆,通信,通信设备制造,2021/6/24
002017.SZ,东信和平,通信,通信设备制造,2004/7/13
002089.SZ,ST新海,通信,通信设备制造,2006/11/30
002104.SZ,恒宝股份,通信,通信设备制造,2007/1/10
002161.SZ,远望谷,通信,通信设备制造,2007/8/21
002194.SZ,武汉凡谷,通信,通信设备制造,2007/12/7
002281.SZ,光迅科技,通信,通信设备制造,2009/8/21
002296.SZ,辉煌科技,通信,通信设备制造,2009/9/29
002313.SZ,日海智能,通信,通信设备制造,2009/12/3
002383.SZ,合众思壮,通信,通信设备制造,2010/4/2
002396.SZ,星网锐捷,通信,通信设备制造,2010/6/23
002446.SZ,盛路通信,通信,通信设备制造,2010/7/13
002491.SZ,通鼎互联,通信,通信设备制造,2010/10/21
002547.SZ,春兴精工,通信,通信设备制造,2011/2/18
002583.SZ,海能达,通信,通信设备制造,2011/5/27
002792.SZ,通宇通讯,通信,通信设备制造,2016/3/28
002813.SZ,路畅科技,通信,通信设备制造,2016/10/12
002848.SZ,高斯贝尔,通信,通信设备制造,2017/2/13
002897.SZ,意华股份,通信,通信设备制造,2017/9/7
002908.SZ,德生科技,通信,通信设备制造,2017/10/20
300134.SZ,大富科技,通信,通信设备制造,2010/10/26
300136.SZ,信维通信,通信,通信设备制造,2010/11/5
300183.SZ,东软载波,通信,通信设备制造,2011/2/22
300205.SZ,天喻信息,通信,通信设备制造,2011/4/21
300211.SZ,亿通科技,通信,通信设备制造,2011/5/5
300213.SZ,佳讯飞鸿,通信,通信设备制造,2011/5/5
300264.SZ,佳创视讯,通信,通信设备制造,2011/9/16
300308.SZ,中际旭创,通信,通信设备制造,2012/4/10
300312.SZ,*ST邦讯,通信,通信设备制造,2012/5/8
300322.SZ,硕贝德,通信,通信设备制造,2012/6/8
300353.SZ,东土科技,通信,通信设备制造,2012/9/27
300394.SZ,天孚通信,通信,通信设备制造,2015/2/17
