,Code,Name,一级行业,二级行业,上市日期,行业
2076,603256.SH,宏和科技,基础化工,其他化学制品Ⅱ,2019/7/19,其他化学制品Ⅱ
2077,603378.SH,亚士创能,基础化工,其他化学制品Ⅱ,2017/9/28,其他化学制品Ⅱ
2078,603379.SH,三美股份,基础化工,其他化学制品Ⅱ,2019/4/2,其他化学制品Ⅱ
2079,603505.SH,金石资源,基础化工,其他化学制品Ⅱ,2017/5/3,其他化学制品Ⅱ
2080,603601.SH,再升科技,基础化工,其他化学制品Ⅱ,2015/1/22,其他化学制品Ⅱ
2081,603605.SH,珀莱雅,基础化工,其他化学制品Ⅱ,2017/11/15,其他化学制品Ⅱ
2082,603630.SH,拉芳家化,基础化工,其他化学制品Ⅱ,2017/3/13,其他化学制品Ⅱ
2083,603650.SH,彤程新材,基础化工,其他化学制品Ⅱ,2018/6/27,其他化学制品Ⅱ
2084,603681.SH,永冠新材,基础化工,其他化学制品Ⅱ,2019/3/26,其他化学制品Ⅱ
2085,603683.SH,晶华新材,基础化工,其他化学制品Ⅱ,2017/10/20,其他化学制品Ⅱ
2086,603737.SH,三棵树,基础化工,其他化学制品Ⅱ,2016/6/3,其他化学制品Ⅱ
2087,603790.SH,雅运股份,基础化工,其他化学制品Ⅱ,2018/9/12,其他化学制品Ⅱ
2088,603822.SH,嘉澳环保,基础化工,其他化学制品Ⅱ,2016/4/28,其他化学制品Ⅱ
2089,603823.SH,百合花,基础化工,其他化学制品Ⅱ,2016/12/20,其他化学制品Ⅱ
2090,603867.SH,新化股份,基础化工,其他化学制品Ⅱ,2019/6/27,其他化学制品Ⅱ
2091,603906.SH,龙蟠科技,基础化工,其他化学制品Ⅱ,2017/4/10,其他化学制品Ⅱ
2092,603916.SH,苏博特,基础化工,其他化学制品Ⅱ,2017/11/10,其他化学制品Ⅱ
2093,603931.SH,格林达,基础化工,其他化学制品Ⅱ,2020/8/19,其他化学制品Ⅱ
2094,603948.SH,建业股份,基础化工,其他化学制品Ⅱ,2020/3/2,其他化学制品Ⅱ
2095,603968.SH,醋化股份,基础化工,其他化学制品Ⅱ,2015/5/18,其他化学制品Ⅱ
2096,603977.SH,国泰集团,基础化工,其他化学制品Ⅱ,2016/11/11,其他化学制品Ⅱ
2097,603980.SH,吉华集团,基础化工,其他化学制品Ⅱ,2017/6/15,其他化学制品Ⅱ
2098,603983.SH,丸美股份,基础化工,其他化学制品Ⅱ,2019/7/25,其他化学制品Ⅱ
2099,605016.SH,百龙创园,基础化工,其他化学制品Ⅱ,2021/4/21,其他化学制品Ⅱ
2100,605077.SH,华康股份,基础化工,其他化学制品Ⅱ,2021/2/9,其他化学制品Ⅱ
2101,605183.SH,确成股份,基础化工,其他化学制品Ⅱ,2020/12/7,其他化学制品Ⅱ
2102,605366.SH,宏柏新材,基础化工,其他化学制品Ⅱ,2020/8/12,其他化学制品Ⅱ
2103,605399.SH,晨光新材,基础化工,其他化学制品Ⅱ,2020/8/4,其他化学制品Ⅱ
2104,605488.SH,福莱新材,基础化工,其他化学制品Ⅱ,2021/5/13,其他化学制品Ⅱ
2105,688019.SH,安集科技,基础化工,其他化学制品Ⅱ,2019/7/22,其他化学制品Ⅱ
2106,688021.SH,奥福环保,基础化工,其他化学制品Ⅱ,2019/11/6,其他化学制品Ⅱ
2107,688065.SH,凯赛生物,基础化工,其他化学制品Ⅱ,2020/8/12,其他化学制品Ⅱ
2108,688106.SH,金宏气体,基础化工,其他化学制品Ⅱ,2020/6/16,其他化学制品Ⅱ
2109,688116.SH,天奈科技,基础化工,其他化学制品Ⅱ,2019/9/25,其他化学制品Ⅱ
2110,688129.SH,东来技术,基础化工,其他化学制品Ⅱ,2020/10/23,其他化学制品Ⅱ
2111,688157.SH,松井股份,基础化工,其他化学制品Ⅱ,2020/6/9,其他化学制品Ⅱ
2112,688196.SH,卓越新能,基础化工,其他化学制品Ⅱ,2019/11/21,其他化学制品Ⅱ
2113,688199.SH,久日新材,基础化工,其他化学制品Ⅱ,2019/11/5,其他化学制品Ⅱ
2114,688268.SH,华特气体,基础化工,其他化学制品Ⅱ,2019/12/26,其他化学制品Ⅱ
2115,688269.SH,凯立新材,基础化工,其他化学制品Ⅱ,2021/6/9,其他化学制品Ⅱ
2116,688350.SH,富淼科技,基础化工,其他化学制品Ⅱ,2021/1/28,其他化学制品Ⅱ
2117,688357.SH,建龙微纳,基础化工,其他化学制品Ⅱ,2019/12/4,其他化学制品Ⅱ
2118,688359.SH,三孚新科,基础化工,其他化学制品Ⅱ,2021/5/21,其他化学制品Ⅱ
2119,688379.SH,华光新材,基础化工,其他化学制品Ⅱ,2020/8/19,其他化学制品Ⅱ
2120,688398.SH,赛特新材,基础化工,其他化学制品Ⅱ,2020/2/11,其他化学制品Ⅱ
2121,688456.SH,有研粉材,基础化工,其他化学制品Ⅱ,2021/3/17,其他化学制品Ⅱ
2122,688550.SH,瑞联新材,基础化工,其他化学制品Ⅱ,2020/9/2,其他化学制品Ⅱ
2123,688571.SH,杭华股份,基础化工,其他化学制品Ⅱ,2020/12/11,其他化学制品Ⅱ
2124,688625.SH,呈和科技,基础化工,其他化学制品Ⅱ,2021/6/7,其他化学制品Ⅱ
2125,688639.SH,华恒生物,基础化工,其他化学制品Ⅱ,2021/4/22,其他化学制品Ⅱ
2126,688659.SH,元琛科技,基础化工,其他化学制品Ⅱ,2021/3/31,其他化学制品Ⅱ
2127,688669.SH,聚石化学,基础化工,其他化学制品Ⅱ,2021/1/25,其他化学制品Ⅱ
2128,688690.SH,纳微科技,基础化工,其他化学制品Ⅱ,2021/6/23,其他化学制品Ⅱ
2214,000158.SZ,常山北明,计算机,计算机软件,2000/7/24,计算机软件
2215,000555.SZ,神州信息,计算机,计算机软件,1994/4/8,计算机软件
2216,000948.SZ,南天信息,计算机,计算机软件,1999/10/14,计算机软件
2217,002063.SZ,远光软件,计算机,计算机软件,2006/8/23,计算机软件
2218,002065.SZ,东华软件,计算机,计算机软件,2006/8/23,计算机软件
2219,002230.SZ,科大讯飞,计算机,计算机软件,2008/5/12,计算机软件
2220,002232.SZ,启明信息,计算机,计算机软件,2008/5/9,计算机软件
2221,002253.SZ,川大智胜,计算机,计算机软件,2008/6/23,计算机软件
2222,002261.SZ,拓维信息,计算机,计算机软件,2008/7/23,计算机软件
2223,002279.SZ,久其软件,计算机,计算机软件,2009/8/11,计算机软件
2224,002280.SZ,联络互动,计算机,计算机软件,2009/8/21,计算机软件
2225,002308.SZ,威创股份,计算机,计算机软件,2009/11/27,计算机软件
2226,002331.SZ,皖通科技,计算机,计算机软件,2010/1/6,计算机软件
2227,002362.SZ,汉王科技,计算机,计算机软件,2010/3/3,计算机软件
2228,002368.SZ,太极股份,计算机,计算机软件,2010/3/12,计算机软件
2229,002373.SZ,千方科技,计算机,计算机软件,2010/3/18,计算机软件
2230,002380.SZ,科远智慧,计算机,计算机软件,2010/3/31,计算机软件
2231,002401.SZ,中远海科,计算机,计算机软件,2010/5/6,计算机软件
2232,002405.SZ,四维图新,计算机,计算机软件,2010/5/18,计算机软件
2233,002421.SZ,达实智能,计算机,计算机软件,2010/6/3,计算机软件
2234,002474.SZ,榕基软件,计算机,计算机软件,2010/9/15,计算机软件
2235,002609.SZ,捷顺科技,计算机,计算机软件,2011/8/15,计算机软件
2236,002642.SZ,荣联科技,计算机,计算机软件,2011/12/20,计算机软件
2237,002657.SZ,中科金财,计算机,计算机软件,2012/2/28,计算机软件
2238,002777.SZ,久远银海,计算机,计算机软件,2015/12/31,计算机软件
2239,002970.SZ,锐明技术,计算机,计算机软件,2019/12/17,计算机软件
2240,002987.SZ,京北方,计算机,计算机软件,2020/5/7,计算机软件
2241,002990.SZ,盛视科技,计算机,计算机软件,2020/5/25,计算机软件
2242,003005.SZ,竞业达,计算机,计算机软件,2020/9/22,计算机软件
2243,003029.SZ,吉大正元,计算机,计算机软件,2020/12/24,计算机软件
2244,003040.SZ,楚天龙,计算机,计算机软件,2021/3/22,计算机软件
2245,300002.SZ,神州泰岳,计算机,计算机软件,2009/10/30,计算机软件
2246,300010.SZ,豆神教育,计算机,计算机软件,2009/10/30,计算机软件
2247,300020.SZ,银江股份,计算机,计算机软件,2009/10/30,计算机软件
2248,300036.SZ,超图软件,计算机,计算机软件,2009/12/25,计算机软件
2249,300047.SZ,天源迪科,计算机,计算机软件,2010/1/20,计算机软件
2250,300075.SZ,数字政通,计算机,计算机软件,2010/4/27,计算机软件
2251,300078.SZ,思创医惠,计算机,计算机软件,2010/4/30,计算机软件
2252,300085.SZ,银之杰,计算机,计算机软件,2010/5/26,计算机软件
2253,300096.SZ,易联众,计算机,计算机软件,2010/7/28,计算机软件
2254,300098.SZ,高新兴,计算机,计算机软件,2010/7/28,计算机软件
2255,300150.SZ,世纪瑞尔,计算机,计算机软件,2010/12/22,计算机软件
2256,300166.SZ,东方国信,计算机,计算机软件,2011/1/25,计算机软件
2257,300167.SZ,迪威迅,计算机,计算机软件,2011/1/25,计算机软件
2258,300168.SZ,万达信息,计算机,计算机软件,2011/1/25,计算机软件
2259,300177.SZ,中海达,计算机,计算机软件,2011/2/15,计算机软件
2260,300188.SZ,美亚柏科,计算机,计算机软件,2011/3/16,计算机软件
2261,300209.SZ,天泽信息,计算机,计算机软件,2011/4/26,计算机软件
2262,300212.SZ,易华录,计算机,计算机软件,2011/5/5,计算机软件
2263,300229.SZ,拓尔思,计算机,计算机软件,2011/6/15,计算机软件
2264,300231.SZ,银信科技,计算机,计算机软件,2011/6/15,计算机软件
2265,300245.SZ,天玑科技,计算机,计算机软件,2011/7/19,计算机软件
2266,300250.SZ,初灵信息,计算机,计算机软件,2011/8/3,计算机软件
2267,300253.SZ,卫宁健康,计算机,计算机软件,2011/8/18,计算机软件
2268,300271.SZ,华宇软件,计算机,计算机软件,2011/10/26,计算机软件
2269,300277.SZ,海联讯,计算机,计算机软件,2011/11/23,计算机软件
2270,300287.SZ,飞利信,计算机,计算机软件,2012/2/1,计算机软件
2271,300288.SZ,朗玛信息,计算机,计算机软件,2012/2/16,计算机软件
2272,300290.SZ,荣科科技,计算机,计算机软件,2012/2/16,计算机软件
2273,300300.SZ,海峡创新,计算机,计算机软件,2012/3/19,计算机软件
2274,300311.SZ,任子行,计算机,计算机软件,2012/4/25,计算机软件
2275,300339.SZ,润和软件,计算机,计算机软件,2012/7/18,计算机软件
2276,300348.SZ,长亮科技,计算机,计算机软件,2012/8/17,计算机软件
2277,300352.SZ,北信源,计算机,计算机软件,2012/9/12,计算机软件
2278,300365.SZ,恒华科技,计算机,计算机软件,2014/1/23,计算机软件
2279,300366.SZ,创意信息,计算机,计算机软件,2014/1/27,计算机软件
2280,300367.SZ,ST网力,计算机,计算机软件,2014/1/29,计算机软件
2281,300377.SZ,赢时胜,计算机,计算机软件,2014/1/27,计算机软件
2282,300378.SZ,鼎捷软件,计算机,计算机软件,2014/1/27,计算机软件
2283,300379.SZ,东方通,计算机,计算机软件,2014/1/28,计算机软件
2284,300380.SZ,安硕信息,计算机,计算机软件,2014/1/28,计算机软件
2285,300386.SZ,飞天诚信,计算机,计算机软件,2014/6/26,计算机软件
2286,300399.SZ,天利科技,计算机,计算机软件,2014/10/9,计算机软件
2287,300419.SZ,浩丰科技,计算机,计算机软件,2015/1/22,计算机软件
2288,300440.SZ,运达科技,计算机,计算机软件,2015/4/23,计算机软件
2289,300448.SZ,浩云科技,计算机,计算机软件,2015/4/24,计算机软件
2290,300449.SZ,汉邦高科,计算机,计算机软件,2015/4/22,计算机软件
2291,300451.SZ,创业慧康,计算机,计算机软件,2015/5/14,计算机软件
2292,300465.SZ,高伟达,计算机,计算机软件,2015/5/28,计算机软件
2293,300468.SZ,四方精创,计算机,计算机软件,2015/5/27,计算机软件
2294,300469.SZ,信息发展,计算机,计算机软件,2015/6/11,计算机软件
2295,300496.SZ,中科创达,计算机,计算机软件,2015/12/10,计算机软件
2296,300513.SZ,恒实科技,计算机,计算机软件,2016/5/30,计算机软件
2297,300520.SZ,科大国创,计算机,计算机软件,2016/7/8,计算机软件
2298,300523.SZ,辰安科技,计算机,计算机软件,2016/7/26,计算机软件
2299,300525.SZ,博思软件,计算机,计算机软件,2016/7/26,计算机软件
2300,300532.SZ,今天国际,计算机,计算机软件,2016/8/18,计算机软件
2301,300541.SZ,先进数通,计算机,计算机软件,2016/9/13,计算机软件
2302,300542.SZ,新晨科技,计算机,计算机软件,2016/9/20,计算机软件
2303,300546.SZ,雄帝科技,计算机,计算机软件,2016/9/28,计算机软件
2304,300550.SZ,和仁科技,计算机,计算机软件,2016/10/18,计算机软件
2305,300556.SZ,丝路视觉,计算机,计算机软件,2016/11/4,计算机软件
2306,300559.SZ,佳发教育,计算机,计算机软件,2016/11/1,计算机软件
2307,300561.SZ,汇金科技,计算机,计算机软件,2016/11/17,计算机软件
2308,300579.SZ,数字认证,计算机,计算机软件,2016/12/23,计算机软件
2309,300588.SZ,熙菱信息,计算机,计算机软件,2017/1/5,计算机软件
2310,300598.SZ,诚迈科技,计算机,计算机软件,2017/1/20,计算机软件
2311,300605.SZ,恒锋信息,计算机,计算机软件,2017/2/8,计算机软件
2312,300608.SZ,思特奇,计算机,计算机软件,2017/2/13,计算机软件
2313,300609.SZ,汇纳科技,计算机,计算机软件,2017/2/15,计算机软件
2314,300624.SZ,万兴科技,计算机,计算机软件,2018/1/18,计算机软件
2315,300634.SZ,彩讯股份,计算机,计算机软件,2018/3/23,计算机软件
2316,300663.SZ,科蓝软件,计算机,计算机软件,2017/6/8,计算机软件
2317,300674.SZ,宇信科技,计算机,计算机软件,2018/11/7,计算机软件
2318,300678.SZ,中科信息,计算机,计算机软件,2017/7/28,计算机软件
2319,300682.SZ,朗新科技,计算机,计算机软件,2017/8/1,计算机软件
2320,300730.SZ,科创信息,计算机,计算机软件,2017/12/5,计算机软件
2321,300803.SZ,指南针,计算机,计算机软件,2019/11/18,计算机软件
2322,300830.SZ,金现代,计算机,计算机软件,2020/5/6,计算机软件
2323,300845.SZ,捷安高科,计算机,计算机软件,2020/7/3,计算机软件
2324,300935.SZ,盈建科,计算机,计算机软件,2021/1/20,计算机软件
2325,300996.SZ,普联软件,计算机,计算机软件,2021/6/3,计算机软件
2326,600131.SH,国网信通,计算机,计算机软件,1998/4/2,计算机软件
2327,600271.SH,航天信息,计算机,计算机软件,2003/7/11,计算机软件
2328,600446.SH,金证股份,计算机,计算机软件,2003/12/24,计算机软件
2329,600455.SH,博通股份,计算机,计算机软件,2004/3/29,计算机软件
2330,600476.SH,湘邮科技,计算机,计算机软件,2003/12/10,计算机软件
2331,600536.SH,中国软件,计算机,计算机软件,2002/5/17,计算机软件
2332,600570.SH,恒生电子,计算机,计算机软件,2003/12/16,计算机软件
2333,600571.SH,信雅达,计算机,计算机软件,2002/11/1,计算机软件
2334,600602.SH,云赛智联,计算机,计算机软件,1990/12/19,计算机软件
2335,600718.SH,东软集团,计算机,计算机软件,1996/6/18,计算机软件
2336,600728.SH,佳都科技,计算机,计算机软件,1996/7/16,计算机软件
2337,600756.SH,浪潮软件,计算机,计算机软件,1996/9/23,计算机软件
2338,600797.SH,浙大网新,计算机,计算机软件,1997/4/18,计算机软件
2339,603039.SH,泛微网络,计算机,计算机软件,2017/1/13,计算机软件
2340,603138.SH,海量数据,计算机,计算机软件,2017/3/6,计算机软件
2341,603189.SH,网达软件,计算机,计算机软件,2016/9/14,计算机软件
2342,603232.SH,格尔软件,计算机,计算机软件,2017/4/21,计算机软件
2343,603383.SH,顶点软件,计算机,计算机软件,2017/5/22,计算机软件
2344,603636.SH,南威软件,计算机,计算机软件,2014/12/30,计算机软件
2345,603869.SH,新智认知,计算机,计算机软件,2015/3/26,计算机软件
2346,603918.SH,金桥信息,计算机,计算机软件,2015/5/28,计算机软件
2347,603927.SH,中科软,计算机,计算机软件,2019/9/9,计算机软件
2348,603990.SH,麦迪科技,计算机,计算机软件,2016/12/8,计算机软件
2349,688004.SH,博汇科技,计算机,计算机软件,2020/6/12,计算机软件
2350,688030.SH,山石网科,计算机,计算机软件,2019/9/30,计算机软件
2351,688039.SH,当虹科技,计算机,计算机软件,2019/12/11,计算机软件
2352,688051.SH,佳华科技,计算机,计算机软件,2020/3/20,计算机软件
2353,688058.SH,宝兰德,计算机,计算机软件,2019/11/1,计算机软件
2354,688066.SH,航天宏图,计算机,计算机软件,2019/7/22,计算机软件
2355,688078.SH,龙软科技,计算机,计算机软件,2019/12/30,计算机软件
2356,688083.SH,中望软件,计算机,计算机软件,2021/3/11,计算机软件
2357,688088.SH,虹软科技,计算机,计算机软件,2019/7/22,计算机软件
2358,688095.SH,福昕软件,计算机,计算机软件,2020/9/8,计算机软件
2359,688109.SH,品茗股份,计算机,计算机软件,2021/3/30,计算机软件
2360,688201.SH,信安世纪,计算机,计算机软件,2021/4/21,计算机软件
2361,688228.SH,开普云,计算机,计算机软件,2020/3/27,计算机软件
2362,688229.SH,博睿数据,计算机,计算机软件,2020/8/17,计算机软件
2363,688258.SH,卓易信息,计算机,计算机软件,2019/12/9,计算机软件
2364,688318.SH,财富趋势,计算机,计算机软件,2020/4/27,计算机软件
2365,688329.SH,艾隆科技,计算机,计算机软件,2021/3/29,计算机软件
2366,688365.SH,光云科技,计算机,计算机软件,2020/4/29,计算机软件
2367,688369.SH,致远互联,计算机,计算机软件,2019/10/31,计算机软件
2368,688500.SH,慧辰股份,计算机,计算机软件,2020/7/16,计算机软件
2369,688555.SH,泽达易盛,计算机,计算机软件,2020/6/23,计算机软件
2370,688579.SH,山大地纬,计算机,计算机软件,2020/7/17,计算机软件
2371,688588.SH,凌志软件,计算机,计算机软件,2020/5/11,计算机软件
2372,688777.SH,中控技术,计算机,计算机软件,2020/11/24,计算机软件
2373,900901.SH,云赛B股,计算机,计算机软件,1992/2/21,计算机软件
2478,000333.SZ,美的集团,家电,白色家电Ⅱ,2013/9/18,白色家电Ⅱ
2479,000521.SZ,长虹美菱,家电,白色家电Ⅱ,1993/10/18,白色家电Ⅱ
2480,000651.SZ,格力电器,家电,白色家电Ⅱ,1996/11/18,白色家电Ⅱ
2481,000921.SZ,海信家电,家电,白色家电Ⅱ,1999/7/13,白色家电Ⅱ
2482,002668.SZ,奥马电器,家电,白色家电Ⅱ,2012/4/16,白色家电Ⅱ
2483,200521.SZ,虹美菱B,家电,白色家电Ⅱ,1996/8/28,白色家电Ⅱ
2484,600336.SH,澳柯玛,家电,白色家电Ⅱ,2000/12/29,白色家电Ⅱ
2485,600690.SH,海尔智家,家电,白色家电Ⅱ,1993/11/19,白色家电Ⅱ
2486,600854.SH,春兰股份,家电,白色家电Ⅱ,1994/4/25,白色家电Ⅱ
2487,600983.SH,惠而浦,家电,白色家电Ⅱ,2004/7/27,白色家电Ⅱ
2558,000012.SZ,南玻A,建材,结构材料,1992/2/28,建材
2559,000023.SZ,深天地A,建材,结构材料,1993/4/29,建材
2560,000401.SZ,冀东水泥,建材,结构材料,1996/6/14,建材
2561,000546.SZ,金圆股份,建材,结构材料,1993/12/15,建材
2562,000672.SZ,上峰水泥,建材,结构材料,1996/12/18,建材
2563,000789.SZ,万年青,建材,结构材料,1997/9/23,建材
2564,000877.SZ,天山股份,建材,结构材料,1999/1/7,建材
2565,000935.SZ,四川双马,建材,结构材料,1999/8/24,建材
2566,002163.SZ,海南发展,建材,结构材料,2007/8/23,建材
2567,002205.SZ,国统股份,建材,结构材料,2008/1/23,建材
2568,002233.SZ,塔牌集团,建材,结构材料,2008/5/16,建材
2569,002302.SZ,西部建设,建材,结构材料,2009/11/3,建材
2570,002457.SZ,青龙管业,建材,结构材料,2010/8/3,建材
2571,002596.SZ,海南瑞泽,建材,结构材料,2011/7/7,建材
2572,002613.SZ,北玻股份,建材,结构材料,2011/8/30,建材
2573,002671.SZ,龙泉股份,建材,结构材料,2012/4/26,建材
2574,002742.SZ,三圣股份,建材,结构材料,2015/2/17,建材
2575,003037.SZ,三和管桩,建材,结构材料,2021/2/4,建材
2576,200012.SZ,南玻B,建材,结构材料,1992/2/28,建材
2577,300093.SZ,金刚玻璃,建材,结构材料,2010/7/8,建材
2578,300160.SZ,秀强股份,建材,结构材料,2011/1/13,建材
2579,300986.SZ,志特新材,建材,结构材料,2021/4/30,建材
2580,600293.SH,三峡新材,建材,结构材料,2000/9/19,建材
2581,600425.SH,青松建化,建材,结构材料,2003/7/24,建材
2582,600449.SH,宁夏建材,建材,结构材料,2003/8/29,建材
2583,600585.SH,海螺水泥,建材,结构材料,2002/2/7,建材
2584,600586.SH,金晶科技,建材,结构材料,2002/8/15,建材
2585,600678.SH,四川金顶,建材,结构材料,1993/10/8,建材
2586,600720.SH,祁连山,建材,结构材料,1996/7/16,建材
2587,600801.SH,华新水泥,建材,结构材料,1994/1/3,建材
2588,600802.SH,福建水泥,建材,结构材料,1994/1/3,建材
2589,600819.SH,耀皮玻璃,建材,结构材料,1994/1/28,建材
2590,600876.SH,洛阳玻璃,建材,结构材料,1995/10/31,建材
2591,600883.SH,博闻科技,建材,结构材料,1995/12/8,建材
2592,601636.SH,旗滨集团,建材,结构材料,2011/8/12,建材
2593,603616.SH,韩建河山,建材,结构材料,2015/6/11,建材
2594,605122.SH,四方新材,建材,结构材料,2021/3/10,建材
2595,605158.SH,华达新材,建材,结构材料,2020/8/5,建材
2596,900918.SH,耀皮B股,建材,结构材料,1993/12/10,建材
2597,900933.SH,华新B股,建材,结构材料,1994/12/9,建材
2598,000055.SZ,方大集团,建材,专用材料Ⅱ,1996/4/15,建材
2599,000795.SZ,英洛华,建材,专用材料Ⅱ,1997/8/8,建材
2600,002066.SZ,瑞泰科技,建材,专用材料Ⅱ,2006/8/23,建材
2601,002080.SZ,中材科技,建材,专用材料Ⅱ,2006/11/20,建材
2602,002088.SZ,鲁阳节能,建材,专用材料Ⅱ,2006/11/30,建材
2603,002201.SZ,九鼎新材,建材,专用材料Ⅱ,2007/12/26,建材
2604,002225.SZ,濮耐股份,建材,专用材料Ⅱ,2008/4/25,建材
2605,002323.SZ,*ST雅博,建材,专用材料Ⅱ,2009/12/18,建材
2606,002392.SZ,北京利尔,建材,专用材料Ⅱ,2010/4/23,建材
2607,002652.SZ,扬子新材,建材,专用材料Ⅱ,2012/1/19,建材
2608,200055.SZ,方大B,建材,专用材料Ⅱ,1995/11/29,建材
2609,300021.SZ,大禹节水,建材,专用材料Ⅱ,2009/10/30,建材
2610,300064.SZ,*ST金刚,建材,专用材料Ⅱ,2010/3/26,建材
2611,300163.SZ,先锋新材,建材,专用材料Ⅱ,2011/1/13,建材
2612,300179.SZ,四方达,建材,专用材料Ⅱ,2011/2/15,建材
2613,300196.SZ,长海股份,建材,专用材料Ⅱ,2011/3/29,建材
2614,300198.SZ,纳川股份,建材,专用材料Ⅱ,2011/4/7,建材
2615,300234.SZ,开尔新材,建材,专用材料Ⅱ,2011/6/22,建材
2616,300344.SZ,立方数科,建材,专用材料Ⅱ,2012/8/1,建材
2617,300345.SZ,华民股份,建材,专用材料Ⅱ,2012/8/1,建材
2618,600176.SH,中国巨石,建材,专用材料Ⅱ,1999/4/22,建材
2619,603826.SH,坤彩科技,建材,专用材料Ⅱ,2017/4/14,建材
2620,605006.SH,山东玻纤,建材,专用材料Ⅱ,2020/9/3,建材
2621,000619.SZ,海螺型材,建材,装饰材料,1996/10/23,建材
2622,000786.SZ,北新建材,建材,装饰材料,1997/6/6,建材
2623,002043.SZ,兔宝宝,建材,装饰材料,2005/5/10,建材
2624,002162.SZ,悦心健康,建材,装饰材料,2007/8/23,建材
2625,002271.SZ,东方雨虹,建材,装饰材料,2008/9/10,建材
2626,002333.SZ,罗普斯金,建材,装饰材料,2010/1/12,建材
2627,002372.SZ,伟星新材,建材,装饰材料,2010/3/18,建材
2628,002641.SZ,永高股份,建材,装饰材料,2011/12/8,建材
2629,002718.SZ,友邦吊顶,建材,装饰材料,2014/1/28,建材
2630,002785.SZ,万里石,建材,装饰材料,2015/12/23,建材
2631,002791.SZ,坚朗五金,建材,装饰材料,2016/3/29,建材
2632,002798.SZ,帝欧家居,建材,装饰材料,2016/5/25,建材
2633,002918.SZ,蒙娜丽莎,建材,装饰材料,2017/12/19,建材
2634,003012.SZ,东鹏控股,建材,装饰材料,2020/10/19,建材
2635,300374.SZ,中铁装配,建材,装饰材料,2015/3/19,建材
2636,300409.SZ,道氏技术,建材,装饰材料,2014/12/3,建材
2637,300715.SZ,凯伦股份,建材,装饰材料,2017/10/26,建材
2638,300737.SZ,科顺股份,建材,装饰材料,2018/1/25,建材
2639,600321.SH,正源股份,建材,装饰材料,2001/5/24,建材
2640,603038.SH,华立股份,建材,装饰材料,2017/1/16,建材
2641,603268.SH,松发股份,建材,装饰材料,2015/3/19,建材
2642,603725.SH,天安新材,建材,装饰材料,2017/9/6,建材
2643,603838.SH,四通股份,建材,装饰材料,2015/7/1,建材
2644,605155.SH,西大门,建材,装饰材料,2020/12/31,建材
2645,605318.SH,法狮龙,建材,装饰材料,2020/8/3,建材
2646,605377.SH,华旺科技,建材,装饰材料,2020/12/28,建材
2669,000010.SZ,美丽生态,建筑,建筑施工,1995/10/27,建筑施工
2670,000065.SZ,北方国际,建筑,建筑施工,1998/6/5,建筑施工
2671,000090.SZ,天健集团,建筑,建筑施工,1999/7/21,建筑施工
2672,000498.SZ,山东路桥,建筑,建筑施工,1997/6/9,建筑施工
2673,000628.SZ,高新发展,建筑,建筑施工,1996/11/18,建筑施工
2674,000928.SZ,中钢国际,建筑,建筑施工,1999/3/12,建筑施工
2675,002051.SZ,中工国际,建筑,建筑施工,2006/6/19,建筑施工
2676,002060.SZ,粤水电,建筑,建筑施工,2006/8/10,建筑施工
2677,002061.SZ,浙江交科,建筑,建筑施工,2006/8/16,建筑施工
2678,002062.SZ,宏润建设,建筑,建筑施工,2006/8/16,建筑施工
2679,002116.SZ,中国海诚,建筑,建筑施工,2007/2/15,建筑施工
2680,002135.SZ,东南网架,建筑,建筑施工,2007/5/30,建筑施工
2681,002140.SZ,东华科技,建筑,建筑施工,2007/7/12,建筑施工
2682,002178.SZ,延华智能,建筑,建筑施工,2007/11/1,建筑施工
2683,002307.SZ,北新路桥,建筑,建筑施工,2009/11/11,建筑施工
2684,002310.SZ,东方园林,建筑,建筑施工,2009/11/27,建筑施工
2685,002431.SZ,棕榈股份,建筑,建筑施工,2010/6/10,建筑施工
2686,002469.SZ,三维化学,建筑,建筑施工,2010/9/8,建筑施工
2687,002541.SZ,鸿路钢构,建筑,建筑施工,2011/1/18,建筑施工
2688,002542.SZ,中化岩土,建筑,建筑施工,2011/1/28,建筑施工
2689,002545.SZ,东方铁塔,建筑,建筑施工,2011/2/11,建筑施工
2690,002586.SZ,*ST围海,建筑,建筑施工,2011/6/2,建筑施工
2691,002628.SZ,成都路桥,建筑,建筑施工,2011/11/3,建筑施工
2692,002663.SZ,普邦股份,建筑,建筑施工,2012/3/16,建筑施工
2693,002717.SZ,岭南股份,建筑,建筑施工,2014/2/19,建筑施工
2694,002775.SZ,文科园林,建筑,建筑施工,2015/6/29,建筑施工
2695,002887.SZ,绿茵生态,建筑,建筑施工,2017/8/1,建筑施工
2696,002941.SZ,新疆交建,建筑,建筑施工,2018/11/28,建筑施工
2697,002963.SZ,豪尔赛,建筑,建筑施工,2019/10/28,建筑施工
2698,003001.SZ,中岩大地,建筑,建筑施工,2020/10/13,建筑施工
2699,003035.SZ,南网能源,建筑,建筑施工,2021/1/19,建筑施工
2700,300044.SZ,*ST赛为,建筑,建筑施工,2010/1/20,建筑施工
2701,300117.SZ,嘉寓股份,建筑,建筑施工,2010/9/2,建筑施工
2702,300197.SZ,节能铁汉,建筑,建筑施工,2011/3/29,建筑施工
2703,300237.SZ,美晨生态,建筑,建筑施工,2011/6/29,建筑施工
