,Code,Name,一级行业,二级行业,上市日期,行业
728,600552.SH,凯盛科技,电子,光学光电,2002/11/8,光学光电
729,600703.SH,三安光电,电子,光学光电,1996/5/28,光学光电
730,600707.SH,彩虹股份,电子,光学光电,1996/5/20,光学光电
731,603297.SH,永新光学,电子,光学光电,2018/9/10,光学光电
732,603508.SH,思维列控,电子,光学光电,2015/12/24,光学光电
733,603629.SH,利通电子,电子,光学光电,2018/12/24,光学光电
734,603773.SH,沃格光电,电子,光学光电,2018/4/17,光学光电
735,605118.SH,力鼎光电,电子,光学光电,2020/7/30,光学光电
736,605218.SH,伟时电子,电子,光学光电,2020/9/28,光学光电
737,688007.SH,光峰科技,电子,光学光电,2019/7/22,光学光电
738,688010.SH,福光股份,电子,光学光电,2019/7/22,光学光电
739,688055.SH,龙腾光电,电子,光学光电,2020/8/17,光学光电
740,688079.SH,美迪凯,电子,光学光电,2021/3/2,光学光电
741,688127.SH,蓝特光学,电子,光学光电,2020/9/21,光学光电
742,688181.SH,八亿时空,电子,光学光电,2020/1/6,光学光电
743,688299.SH,长阳科技,电子,光学光电,2019/11/6,光学光电
744,688538.SH,和辉光电-U,电子,光学光电,2021/5/28,光学光电
745,688619.SH,罗普特,电子,光学光电,2021/2/23,光学光电
746,688686.SH,奥普特,电子,光学光电,2020/12/31,光学光电
788,000021.SZ,深科技,电子,消费电子,1994/2/2,消费电子
789,000049.SZ,德赛电池,电子,消费电子,1995/3/20,消费电子
790,000727.SZ,冠捷科技,电子,消费电子,1997/5/20,消费电子
791,000988.SZ,华工科技,电子,消费电子,2000/6/8,消费电子
792,002008.SZ,大族激光,电子,消费电子,2004/6/25,消费电子
793,002036.SZ,联创电子,电子,消费电子,2004/9/3,消费电子
794,002045.SZ,国光电器,电子,消费电子,2005/5/23,消费电子
795,002055.SZ,得润电子,电子,消费电子,2006/7/25,消费电子
796,002056.SZ,横店东磁,电子,消费电子,2006/8/2,消费电子
797,002189.SZ,中光学,电子,消费电子,2007/12/3,消费电子
798,002217.SZ,合力泰,电子,消费电子,2008/2/20,消费电子
799,002222.SZ,福晶科技,电子,消费电子,2008/3/19,消费电子
800,002241.SZ,歌尔股份,电子,消费电子,2008/5/22,消费电子
801,002273.SZ,水晶光电,电子,消费电子,2008/9/19,消费电子
802,002289.SZ,宇顺电子,电子,消费电子,2009/9/3,消费电子
803,002351.SZ,漫步者,电子,消费电子,2010/2/5,消费电子
804,002369.SZ,卓翼科技,电子,消费电子,2010/3/16,消费电子
805,002402.SZ,和而泰,电子,消费电子,2010/5/11,消费电子
806,002456.SZ,欧菲光,电子,消费电子,2010/8/3,消费电子
807,002475.SZ,立讯精密,电子,消费电子,2010/9/15,消费电子
808,002600.SZ,领益智造,电子,消费电子,2011/7/15,消费电子
809,002635.SZ,安洁科技,电子,消费电子,2011/11/25,消费电子
810,002655.SZ,共达电声,电子,消费电子,2012/2/17,消费电子
811,002660.SZ,茂硕电源,电子,消费电子,2012/3/16,消费电子
812,002681.SZ,奋达科技,电子,消费电子,2012/6/5,消费电子
813,002782.SZ,可立克,电子,消费电子,2015/12/22,消费电子
814,002808.SZ,恒久科技,电子,消费电子,2016/8/12,消费电子
815,002845.SZ,同兴达,电子,消费电子,2017/1/25,消费电子
816,002855.SZ,捷荣技术,电子,消费电子,2017/3/21,消费电子
817,002861.SZ,瀛通通讯,电子,消费电子,2017/4/13,消费电子
818,002881.SZ,美格智能,电子,消费电子,2017/6/22,消费电子
819,002888.SZ,惠威科技,电子,消费电子,2017/7/21,消费电子
820,002902.SZ,铭普光磁,电子,消费电子,2017/9/29,消费电子
821,002922.SZ,伊戈尔,电子,消费电子,2017/12/29,消费电子
822,002925.SZ,盈趣科技,电子,消费电子,2018/1/15,消费电子
823,002937.SZ,兴瑞科技,电子,消费电子,2018/9/26,消费电子
824,002947.SZ,恒铭达,电子,消费电子,2019/2/1,消费电子
825,002955.SZ,鸿合科技,电子,消费电子,2019/5/23,消费电子
826,002962.SZ,五方光电,电子,消费电子,2019/9/17,消费电子
827,002981.SZ,朝阳科技,电子,消费电子,2020/4/17,消费电子
828,002993.SZ,奥海科技,电子,消费电子,2020/8/17,消费电子
829,300032.SZ,金龙机电,电子,消费电子,2009/12/25,消费电子
830,300083.SZ,创世纪,电子,消费电子,2010/5/20,消费电子
831,300115.SZ,长盈精密,电子,消费电子,2010/9/2,消费电子
832,300131.SZ,英唐智控,电子,消费电子,2010/10/19,消费电子
833,300207.SZ,欣旺达,电子,消费电子,2011/4/21,消费电子
834,300220.SZ,金运激光,电子,消费电子,2011/5/25,消费电子
835,300227.SZ,光韵达,电子,消费电子,2011/6/8,消费电子
836,300256.SZ,星星科技,电子,消费电子,2011/8/19,消费电子
837,300331.SZ,苏大维格,电子,消费电子,2012/6/28,消费电子
838,300433.SZ,蓝思科技,电子,消费电子,2015/3/18,消费电子
839,300516.SZ,久之洋,电子,消费电子,2016/6/2,消费电子
840,300543.SZ,朗科智能,电子,消费电子,2016/9/8,消费电子
841,300545.SZ,联得装备,电子,消费电子,2016/9/28,消费电子
842,300566.SZ,激智科技,电子,消费电子,2016/11/15,消费电子
843,300602.SZ,飞荣达,电子,消费电子,2017/1/26,消费电子
844,300679.SZ,电连技术,电子,消费电子,2017/7/31,消费电子
845,300686.SZ,智动力,电子,消费电子,2017/8/4,消费电子
846,300709.SZ,精研科技,电子,消费电子,2017/10/19,消费电子
847,300747.SZ,锐科激光,电子,消费电子,2018/6/25,消费电子
848,300776.SZ,帝尔激光,电子,消费电子,2019/5/17,消费电子
849,300787.SZ,海能实业,电子,消费电子,2019/8/15,消费电子
850,300793.SZ,佳禾智能,电子,消费电子,2019/10/18,消费电子
851,300812.SZ,易天股份,电子,消费电子,2020/1/9,消费电子
852,300843.SZ,胜蓝股份,电子,消费电子,2020/7/2,消费电子
853,300857.SZ,协创数据,电子,消费电子,2020/7/27,消费电子
854,300866.SZ,安克创新,电子,消费电子,2020/8/24,消费电子
855,300868.SZ,杰美特,电子,消费电子,2020/8/24,消费电子
856,300951.SZ,博硕科技,电子,消费电子,2021/2/26,消费电子
857,300956.SZ,英力股份,电子,消费电子,2021/3/26,消费电子
858,300968.SZ,格林精密,电子,消费电子,2021/4/15,消费电子
859,300976.SZ,达瑞电子,电子,消费电子,2021/4/19,消费电子
860,600110.SH,诺德股份,电子,消费电子,1997/10/7,消费电子
861,600203.SH,福日电子,电子,消费电子,1999/5/14,消费电子
862,600288.SH,大恒科技,电子,消费电子,2000/11/29,消费电子
863,601231.SH,环旭电子,电子,消费电子,2012/2/20,消费电子
864,603327.SH,福蓉科技,电子,消费电子,2019/5/23,消费电子
865,603380.SH,易德龙,电子,消费电子,2017/6/22,消费电子
866,603595.SH,东尼电子,电子,消费电子,2017/7/12,消费电子
867,603633.SH,徕木股份,电子,消费电子,2016/11/17,消费电子
868,603996.SH,*ST中新,电子,消费电子,2015/12/22,消费电子
869,688036.SH,传音控股,电子,消费电子,2019/9/30,消费电子
870,688260.SH,昀冢科技,电子,消费电子,2021/4/6,消费电子
871,688328.SH,深科达,电子,消费电子,2021/3/9,消费电子
872,688383.SH,新益昌,电子,消费电子,2021/4/28,消费电子
873,688683.SH,莱尔科技,电子,消费电子,2021/4/12,消费电子
924,000002.SZ,万科A,房地产,房地产开发和运营,1991/1/29,房地产开发和运营
925,000006.SZ,深振业A,房地产,房地产开发和运营,1992/4/27,房地产开发和运营
926,000007.SZ,*ST全新,房地产,房地产开发和运营,1992/4/13,房地产开发和运营
927,000011.SZ,深物业A,房地产,房地产开发和运营,1992/3/30,房地产开发和运营
928,000014.SZ,沙河股份,房地产,房地产开发和运营,1992/6/2,房地产开发和运营
929,000029.SZ,深深房A,房地产,房地产开发和运营,1993/9/15,房地产开发和运营
930,000031.SZ,大悦城,房地产,房地产开发和运营,1993/10/8,房地产开发和运营
931,000036.SZ,华联控股,房地产,房地产开发和运营,1994/6/17,房地产开发和运营
932,000042.SZ,中洲控股,房地产,房地产开发和运营,1994/9/21,房地产开发和运营
933,000046.SZ,泛海控股,房地产,房地产开发和运营,1994/9/12,房地产开发和运营
934,000056.SZ,皇庭国际,房地产,房地产开发和运营,1996/7/8,房地产开发和运营
935,000058.SZ,深赛格,房地产,房地产开发和运营,1996/12/26,房地产开发和运营
936,000062.SZ,深圳华强,房地产,房地产开发和运营,1997/1/30,房地产开发和运营
937,000069.SZ,华侨城A,房地产,房地产开发和运营,1997/9/10,房地产开发和运营
938,000402.SZ,金融街,房地产,房地产开发和运营,1996/6/26,房地产开发和运营
939,000502.SZ,*ST绿景,房地产,房地产开发和运营,1992/11/23,房地产开发和运营
940,000506.SZ,中润资源,房地产,房地产开发和运营,1993/3/12,房地产开发和运营
941,000514.SZ,渝开发,房地产,房地产开发和运营,1993/7/12,房地产开发和运营
942,000517.SZ,荣安地产,房地产,房地产开发和运营,1993/8/6,房地产开发和运营
943,000534.SZ,万泽股份,房地产,房地产开发和运营,1994/1/10,房地产开发和运营
944,000537.SZ,广宇发展,房地产,房地产开发和运营,1993/12/10,房地产开发和运营
945,000540.SZ,中天金融,房地产,房地产开发和运营,1994/2/2,房地产开发和运营
946,000558.SZ,莱茵体育,房地产,房地产开发和运营,1994/5/9,房地产开发和运营
947,000573.SZ,粤宏远A,房地产,房地产开发和运营,1994/8/15,房地产开发和运营
948,000608.SZ,阳光股份,房地产,房地产开发和运营,1996/9/19,房地产开发和运营
949,000609.SZ,*ST中迪,房地产,房地产开发和运营,1996/10/10,房地产开发和运营
950,000615.SZ,奥园美谷,房地产,房地产开发和运营,1996/10/16,房地产开发和运营
951,000616.SZ,ST海投,房地产,房地产开发和运营,1996/11/8,房地产开发和运营
952,000620.SZ,新华联,房地产,房地产开发和运营,1996/10/29,房地产开发和运营
953,000631.SZ,顺发恒业,房地产,房地产开发和运营,1996/11/22,房地产开发和运营
954,000656.SZ,金科股份,房地产,房地产开发和运营,1996/11/28,房地产开发和运营
955,000667.SZ,美好置业,房地产,房地产开发和运营,1996/12/5,房地产开发和运营
956,000668.SZ,荣丰控股,房地产,房地产开发和运营,1996/12/10,房地产开发和运营
957,000671.SZ,阳光城,房地产,房地产开发和运营,1996/12/18,房地产开发和运营
958,000691.SZ,亚太实业,房地产,房地产开发和运营,1997/2/28,房地产开发和运营
959,000718.SZ,苏宁环球,房地产,房地产开发和运营,1997/4/8,房地产开发和运营
960,000732.SZ,泰禾集团,房地产,房地产开发和运营,1997/7/4,房地产开发和运营
961,000736.SZ,中交地产,房地产,房地产开发和运营,1997/4/25,房地产开发和运营
962,000797.SZ,中国武夷,房地产,房地产开发和运营,1997/7/15,房地产开发和运营
963,000809.SZ,铁岭新城,房地产,房地产开发和运营,1998/6/16,房地产开发和运营
964,000838.SZ,财信发展,房地产,房地产开发和运营,1997/6/26,房地产开发和运营
965,000863.SZ,三湘印象,房地产,房地产开发和运营,1997/9/25,房地产开发和运营
966,000897.SZ,津滨发展,房地产,房地产开发和运营,1999/4/22,房地产开发和运营
967,000918.SZ,嘉凯城,房地产,房地产开发和运营,1999/7/20,房地产开发和运营
968,000926.SZ,福星股份,房地产,房地产开发和运营,1999/6/18,房地产开发和运营
969,000961.SZ,中南建设,房地产,房地产开发和运营,2000/3/1,房地产开发和运营
970,000965.SZ,天保基建,房地产,房地产开发和运营,2000/4/6,房地产开发和运营
971,001979.SZ,招商蛇口,房地产,房地产开发和运营,2015/12/30,房地产开发和运营
972,002016.SZ,世荣兆业,房地产,房地产开发和运营,2004/7/8,房地产开发和运营
973,002077.SZ,大港股份,房地产,房地产开发和运营,2006/11/16,房地产开发和运营
974,002133.SZ,广宇集团,房地产,房地产开发和运营,2007/4/27,房地产开发和运营
975,002146.SZ,荣盛发展,房地产,房地产开发和运营,2007/8/8,房地产开发和运营
976,002208.SZ,合肥城建,房地产,房地产开发和运营,2008/1/28,房地产开发和运营
977,002244.SZ,滨江集团,房地产,房地产开发和运营,2008/5/29,房地产开发和运营
978,002305.SZ,南国置业,房地产,房地产开发和运营,2009/11/6,房地产开发和运营
979,002314.SZ,南山控股,房地产,房地产开发和运营,2009/12/3,房地产开发和运营
980,200011.SZ,深物业B,房地产,房地产开发和运营,1992/3/30,房地产开发和运营
981,200029.SZ,深深房B,房地产,房地产开发和运营,1994/1/10,房地产开发和运营
982,200056.SZ,皇庭B,房地产,房地产开发和运营,1995/10/30,房地产开发和运营
983,200058.SZ,深赛格B,房地产,房地产开发和运营,1996/7/22,房地产开发和运营
984,300947.SZ,德必集团,房地产,房地产开发和运营,2021/2/10,房地产开发和运营
985,600007.SH,中国国贸,房地产,房地产开发和运营,1999/3/12,房地产开发和运营
986,600048.SH,保利地产,房地产,房地产开发和运营,2006/7/31,房地产开发和运营
987,600052.SH,浙江广厦,房地产,房地产开发和运营,1997/4/15,房地产开发和运营
988,600064.SH,南京高科,房地产,房地产开发和运营,1997/5/6,房地产开发和运营
989,600067.SH,冠城大通,房地产,房地产开发和运营,1997/5/8,房地产开发和运营
990,600077.SH,宋都股份,房地产,房地产开发和运营,1997/5/20,房地产开发和运营
991,600094.SH,大名城,房地产,房地产开发和运营,1997/7/3,房地产开发和运营
992,600133.SH,东湖高新,房地产,房地产开发和运营,1998/2/12,房地产开发和运营
993,600159.SH,大龙地产,房地产,房地产开发和运营,1998/5/26,房地产开发和运营
994,600162.SH,香江控股,房地产,房地产开发和运营,1998/6/9,房地产开发和运营
995,600173.SH,卧龙地产,房地产,房地产开发和运营,1999/4/15,房地产开发和运营
996,600185.SH,格力地产,房地产,房地产开发和运营,1999/6/11,房地产开发和运营
997,600208.SH,新湖中宝,房地产,房地产开发和运营,1999/6/23,房地产开发和运营
998,600215.SH,长春经开,房地产,房地产开发和运营,1999/9/9,房地产开发和运营
999,600223.SH,鲁商发展,房地产,房地产开发和运营,2000/1/13,房地产开发和运营
1000,600225.SH,*ST松江,房地产,房地产开发和运营,2000/1/27,房地产开发和运营
1001,600239.SH,*ST云城,房地产,房地产开发和运营,1999/12/2,房地产开发和运营
1002,600246.SH,万通发展,房地产,房地产开发和运营,2000/9/22,房地产开发和运营
1003,600266.SH,城建发展,房地产,房地产开发和运营,1999/2/3,房地产开发和运营
1004,600322.SH,天房发展,房地产,房地产开发和运营,2001/9/10,房地产开发和运营
1005,600325.SH,华发股份,房地产,房地产开发和运营,2004/2/25,房地产开发和运营
1006,600340.SH,华夏幸福,房地产,房地产开发和运营,2003/12/30,房地产开发和运营
1007,600376.SH,首开股份,房地产,房地产开发和运营,2001/3/12,房地产开发和运营
1008,600383.SH,金地集团,房地产,房地产开发和运营,2001/4/12,房地产开发和运营
1009,600393.SH,ST粤泰,房地产,房地产开发和运营,2001/3/19,房地产开发和运营
1010,600463.SH,空港股份,房地产,房地产开发和运营,2004/3/18,房地产开发和运营
1011,600466.SH,蓝光发展,房地产,房地产开发和运营,2001/2/12,房地产开发和运营
1012,600503.SH,华丽家族,房地产,房地产开发和运营,2002/7/9,房地产开发和运营
1013,600515.SH,*ST基础,房地产,房地产开发和运营,2002/8/6,房地产开发和运营
1014,600533.SH,栖霞建设,房地产,房地产开发和运营,2002/3/28,房地产开发和运营
1015,600565.SH,迪马股份,房地产,房地产开发和运营,2002/7/23,房地产开发和运营
1016,600603.SH,广汇物流,房地产,房地产开发和运营,1992/1/13,房地产开发和运营
1017,600604.SH,市北高新,房地产,房地产开发和运营,1992/3/27,房地产开发和运营
1018,600606.SH,绿地控股,房地产,房地产开发和运营,1992/3/27,房地产开发和运营
1019,600622.SH,光大嘉宝,房地产,房地产开发和运营,1992/12/3,房地产开发和运营
1020,600638.SH,新黄浦,房地产,房地产开发和运营,1993/3/26,房地产开发和运营
1021,600639.SH,浦东金桥,房地产,房地产开发和运营,1993/3/26,房地产开发和运营
1022,600641.SH,万业企业,房地产,房地产开发和运营,1993/4/7,房地产开发和运营
1023,600648.SH,外高桥,房地产,房地产开发和运营,1993/5/4,房地产开发和运营
1024,600649.SH,城投控股,房地产,房地产开发和运营,1993/5/18,房地产开发和运营
1025,600657.SH,信达地产,房地产,房地产开发和运营,1993/5/24,房地产开发和运营
1026,600658.SH,电子城,房地产,房地产开发和运营,1993/5/24,房地产开发和运营
1027,600663.SH,陆家嘴,房地产,房地产开发和运营,1993/6/28,房地产开发和运营
1028,600665.SH,天地源,房地产,房地产开发和运营,1993/7/9,房地产开发和运营
1029,600675.SH,中华企业,房地产,房地产开发和运营,1993/9/24,房地产开发和运营
1030,600683.SH,京投发展,房地产,房地产开发和运营,1993/10/25,房地产开发和运营
1031,600684.SH,珠江股份,房地产,房地产开发和运营,1993/10/28,房地产开发和运营
1032,600708.SH,光明地产,房地产,房地产开发和运营,1996/6/6,房地产开发和运营
1033,600716.SH,凤凰股份,房地产,房地产开发和运营,1996/7/2,房地产开发和运营
1034,600724.SH,宁波富达,房地产,房地产开发和运营,1996/7/16,房地产开发和运营
1035,600736.SH,苏州高新,房地产,房地产开发和运营,1996/8/15,房地产开发和运营
1036,600743.SH,华远地产,房地产,房地产开发和运营,1996/9/9,房地产开发和运营
1037,600748.SH,上实发展,房地产,房地产开发和运营,1996/9/25,房地产开发和运营
1038,600773.SH,西藏城投,房地产,房地产开发和运营,1996/11/8,房地产开发和运营
1039,600791.SH,京能置业,房地产,房地产开发和运营,1997/1/30,房地产开发和运营
1040,600807.SH,济南高新,房地产,房地产开发和运营,1994/1/3,房地产开发和运营
1041,600823.SH,世茂股份,房地产,房地产开发和运营,1994/2/4,房地产开发和运营
1042,600848.SH,上海临港,房地产,房地产开发和运营,1994/3/24,房地产开发和运营
1043,600890.SH,*ST中房,房地产,房地产开发和运营,1996/3/18,房地产开发和运营
1044,600895.SH,张江高科,房地产,房地产开发和运营,1996/4/22,房地产开发和运营
1045,601155.SH,新城控股,房地产,房地产开发和运营,2015/12/4,房地产开发和运营
1046,601512.SH,中新集团,房地产,房地产开发和运营,2019/12/20,房地产开发和运营
1047,601588.SH,北辰实业,房地产,房地产开发和运营,2006/10/16,房地产开发和运营
1048,603682.SH,锦和商业,房地产,房地产开发和运营,2020/4/21,房地产开发和运营
1049,900902.SH,市北B股,房地产,房地产开发和运营,1992/7/1,房地产开发和运营
1050,900911.SH,金桥B股,房地产,房地产开发和运营,1993/5/31,房地产开发和运营
1051,900912.SH,外高B股,房地产,房地产开发和运营,1993/7/26,房地产开发和运营
1052,900928.SH,临港B股,房地产,房地产开发和运营,1994/4/29,房地产开发和运营
1053,900932.SH,陆家B股,房地产,房地产开发和运营,1994/11/22,房地产开发和运营
1054,900940.SH,大名城B,房地产,房地产开发和运营,1996/7/26,房地产开发和运营
1055,000726.SZ,鲁泰A,纺织服装,纺织制造,2000/12/25,纺织服装
1056,000850.SZ,华茂股份,纺织服装,纺织制造,1998/10/7,纺织服装
1057,000955.SZ,欣龙控股,纺织服装,纺织制造,1999/12/9,纺织服装
1058,000982.SZ,中银绒业,纺织服装,纺织制造,2000/7/6,纺织服装
1059,002003.SZ,伟星股份,纺织服装,纺织制造,2004/6/25,纺织服装
1060,002042.SZ,华孚时尚,纺织服装,纺织制造,2005/4/27,纺织服装
1061,002083.SZ,孚日股份,纺织服装,纺织制造,2006/11/24,纺织服装
1062,002087.SZ,新野纺织,纺织服装,纺织制造,2006/11/30,纺织服装
1063,002098.SZ,浔兴股份,纺织服装,纺织制造,2006/12/22,纺织服装
1064,002144.SZ,宏达高科,纺织服装,纺织制造,2007/8/3,纺织服装
1065,002193.SZ,如意集团,纺织服装,纺织制造,2007/12/7,纺织服装
1066,002394.SZ,联发股份,纺织服装,纺织制造,2010/4/23,纺织服装
1067,002404.SZ,嘉欣丝绸,纺织服装,纺织制造,2010/5/11,纺织服装
1068,002486.SZ,嘉麟杰,纺织服装,纺织制造,2010/10/15,纺织服装
1069,002494.SZ,华斯股份,纺织服装,纺织制造,2010/11/2,纺织服装
1070,002634.SZ,棒杰股份,纺织服装,纺织制造,2011/12/5,纺织服装
1071,002674.SZ,兴业科技,纺织服装,纺织制造,2012/5/7,纺织服装
1072,200726.SZ,鲁泰B,纺织服装,纺织制造,1997/8/19,纺织服装
1073,300819.SZ,聚杰微纤,纺织服装,纺织制造,2020/3/12,纺织服装
1074,300877.SZ,金春股份,纺织服装,纺织制造,2020/8/24,纺织服装
1075,300888.SZ,稳健医疗,纺织服装,纺织制造,2020/9/17,纺织服装
1076,300918.SZ,南山智尚,纺织服装,纺织制造,2020/12/22,纺织服装
1077,300979.SZ,华利集团,纺织服装,纺织制造,2021/4/26,纺织服装
1078,600107.SH,美尔雅,纺织服装,纺织制造,1997/11/6,纺织服装
1079,600156.SH,华升股份,纺织服装,纺织制造,1998/5/27,纺织服装
1080,600220.SH,江苏阳光,纺织服装,纺织制造,1999/9/27,纺织服装
1081,600232.SH,金鹰股份,纺织服装,纺织制造,2000/6/2,纺织服装
1082,600370.SH,三房巷,纺织服装,纺织制造,2003/3/6,纺织服装
1083,600448.SH,华纺股份,纺织服装,纺织制造,2001/9/3,纺织服装
1084,600493.SH,凤竹纺织,纺织服装,纺织制造,2004/4/21,纺织服装
1085,600527.SH,江南高纤,纺织服装,纺织制造,2003/11/27,纺织服装
1086,600630.SH,龙头股份,纺织服装,纺织制造,1993/2/9,纺织服装
1087,600689.SH,上海三毛,纺织服装,纺织制造,1993/11/8,纺织服装
1088,600987.SH,航民股份,纺织服装,纺织制造,2004/8/9,纺织服装
1089,601339.SH,百隆东方,纺织服装,纺织制造,2012/6/12,纺织服装
1090,601718.SH,际华集团,纺织服装,纺织制造,2010/8/16,纺织服装
1091,603055.SH,台华新材,纺织服装,纺织制造,2017/9/21,纺织服装
1092,603238.SH,诺邦股份,纺织服装,纺织制造,2017/2/22,纺织服装
1093,603477.SH,巨星农牧,纺织服装,纺织制造,2017/12/18,纺织服装
1094,603511.SH,爱慕股份,纺织服装,纺织制造,2021/5/31,纺织服装
1095,603558.SH,健盛集团,纺织服装,纺织制造,2015/1/27,纺织服装
1096,603665.SH,康隆达,纺织服装,纺织制造,2017/3/13,纺织服装
1097,603889.SH,新澳股份,纺织服装,纺织制造,2014/12/31,纺织服装
1098,605055.SH,迎丰股份,纺织服装,纺织制造,2021/1/29,纺织服装
1099,605189.SH,富春染织,纺织服装,纺织制造,2021/5/28,纺织服装
1100,900922.SH,三毛B股,纺织服装,纺织制造,1993/12/31,纺织服装
1101,002029.SZ,七匹狼,纺织服装,品牌服饰,2004/8/6,纺织服装
1102,002154.SZ,报喜鸟,纺织服装,品牌服饰,2007/8/16,纺织服装
1103,002269.SZ,美邦服饰,纺织服装,品牌服饰,2008/8/28,纺织服装
1104,002293.SZ,罗莱生活,纺织服装,品牌服饰,2009/9/10,纺织服装
1105,002327.SZ,富安娜,纺织服装,品牌服饰,2009/12/30,纺织服装
1106,002397.SZ,梦洁股份,纺织服装,品牌服饰,2010/4/29,纺织服装
1107,002485.SZ,希努尔,纺织服装,品牌服饰,2010/10/15,纺织服装
1108,002503.SZ,搜于特,纺织服装,品牌服饰,2010/11/17,纺织服装
1109,002563.SZ,森马服饰,纺织服装,品牌服饰,2011/3/11,纺织服装
1110,002569.SZ,ST步森,纺织服装,品牌服饰,2011/4/12,纺织服装
1111,002612.SZ,朗姿股份,纺织服装,品牌服饰,2011/8/30,纺织服装
1112,002656.SZ,ST摩登,纺织服装,品牌服饰,2012/2/28,纺织服装
1113,002687.SZ,乔治白,纺织服装,品牌服饰,2012/7/13,纺织服装
1114,002761.SZ,浙江建投,纺织服装,品牌服饰,2015/6/10,纺织服装
1115,002762.SZ,金发拉比,纺织服装,品牌服饰,2015/6/10,纺织服装
1116,002763.SZ,汇洁股份,纺织服装,品牌服饰,2015/6/10,纺织服装
1117,002776.SZ,ST柏龙,纺织服装,品牌服饰,2015/6/26,纺织服装
1118,002780.SZ,三夫户外,纺织服装,品牌服饰,2015/12/9,纺织服装
1119,002832.SZ,比音勒芬,纺织服装,品牌服饰,2016/12/23,纺织服装
1120,002875.SZ,安奈儿,纺织服装,品牌服饰,2017/6/1,纺织服装
1121,003016.SZ,欣贺股份,纺织服装,品牌服饰,2020/10/26,纺织服装
1122,003041.SZ,真爱美家,纺织服装,品牌服饰,2021/4/6,纺织服装
1123,300005.SZ,探路者,纺织服装,品牌服饰,2009/10/30,纺织服装
1124,300577.SZ,开润股份,纺织服装,品牌服饰,2016/12/21,纺织服装
1125,300591.SZ,万里马,纺织服装,品牌服饰,2017/1/10,纺织服装
1126,300840.SZ,酷特智能,纺织服装,品牌服饰,2020/7/8,纺织服装
1127,300901.SZ,中胤时尚,纺织服装,品牌服饰,2020/10/29,纺织服装
1128,300952.SZ,恒辉安防,纺织服装,品牌服饰,2021/3/11,纺织服装
1129,600137.SH,浪莎股份,纺织服装,品牌服饰,1998/4/16,纺织服装
1130,600146.SH,*ST环球,纺织服装,品牌服饰,1999/7/7,纺织服装
1131,600177.SH,雅戈尔,纺织服装,品牌服饰,1998/11/19,纺织服装
1132,600398.SH,海澜之家,纺织服装,品牌服饰,2000/12/28,纺织服装
1133,600400.SH,红豆股份,纺织服装,品牌服饰,2001/1/8,纺织服装
1134,600439.SH,瑞贝卡,纺织服装,品牌服饰,2003/7/10,纺织服装
1135,601566.SH,九牧王,纺织服装,品牌服饰,2011/5/30,纺织服装
1136,603001.SH,奥康国际,纺织服装,品牌服饰,2012/4/26,纺织服装
1137,603116.SH,红蜻蜓,纺织服装,品牌服饰,2015/6/29,纺织服装
1138,603157.SH,*ST拉夏,纺织服装,品牌服饰,2017/9/25,纺织服装
1139,603196.SH,日播时尚,纺织服装,品牌服饰,2017/5/31,纺织服装
1140,603365.SH,水星家纺,纺织服装,品牌服饰,2017/11/20,纺织服装
1141,603518.SH,锦泓集团,纺织服装,品牌服饰,2014/12/3,纺织服装
1142,603555.SH,ST贵人,纺织服装,品牌服饰,2014/1/24,纺织服装
1143,603557.SH,ST起步,纺织服装,品牌服饰,2017/8/18,纺织服装
1144,603587.SH,地素时尚,纺织服装,品牌服饰,2018/6/22,纺织服装
1145,603608.SH,天创时尚,纺织服装,品牌服饰,2016/2/18,纺织服装
1146,603808.SH,歌力思,纺织服装,品牌服饰,2015/4/22,纺织服装
1147,603839.SH,安正时尚,纺织服装,品牌服饰,2017/2/14,纺织服装
1148,603877.SH,太平鸟,纺织服装,品牌服饰,2017/1/9,纺织服装
1149,603908.SH,牧高笛,纺织服装,品牌服饰,2017/3/7,纺织服装
1150,603958.SH,哈森股份,纺织服装,品牌服饰,2016/6/29,纺织服装
1151,605003.SH,众望布艺,纺织服装,品牌服饰,2020/9/8,纺织服装
1152,000627.SZ,天茂集团,非银行金融,保险Ⅱ,1996/11/12,保险Ⅱ
1153,600291.SH,*ST西水,非银行金融,保险Ⅱ,2000/7/31,保险Ⅱ
1154,601318.SH,中国平安,非银行金融,保险Ⅱ,2007/3/1,保险Ⅱ
1155,601319.SH,中国人保,非银行金融,保险Ⅱ,2018/11/16,保险Ⅱ
1156,601336.SH,新华保险,非银行金融,保险Ⅱ,2011/12/16,保险Ⅱ
1157,601601.SH,中国太保,非银行金融,保险Ⅱ,2007/12/25,保险Ⅱ
1158,601628.SH,中国人寿,非银行金融,保险Ⅱ,2007/1/9,保险Ⅱ
1172,000166.SZ,申万宏源,非银行金融,证券Ⅱ,2015/1/26,证券Ⅱ
1173,000623.SZ,吉林敖东,非银行金融,证券Ⅱ,1996/10/28,证券Ⅱ
1174,000686.SZ,东北证券,非银行金融,证券Ⅱ,1997/2/27,证券Ⅱ
1175,000712.SZ,锦龙股份,非银行金融,证券Ⅱ,1997/4/15,证券Ⅱ
1176,000728.SZ,国元证券,非银行金融,证券Ⅱ,1997/6/16,证券Ⅱ
1177,000750.SZ,国海证券,非银行金融,证券Ⅱ,1997/7/9,证券Ⅱ
